Branch_Code,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRSEBCS,DEFRVJS,DEFSCS,DEFSEBCS,DEFSTS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSEBCH,GSEBCO,GSEBCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSEBCH,LSEBCO,LSEBCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1H,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDRNT3S,PWDROBCH,PWDROBCS,PWDRSCH,PWDRSCS,PWDRSEBCH,PWDRSEBCS,PWDRSTH,PWDRSTS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,PWDSEBCS,TFWS
320260210,,,,,,,,,,,,,119410.0,,,,,,,,,,163362.0,160424.0,,122779.81,133673.13,,,,,,,,,,,,,,,,,,,,,,,,,,88183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320261210,,,,,,,,,,,,,50911.14,,,,,,,,,,97688.0,,,149433.27,151141.51,,,,,,,,,,,,,,,,,,,,,,,,,,138677.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54434.0
320290010,,,,,,,,,,,,,121093.0,,,,,,,,,,124648.26,127361.94,,87873.66,142561.0,,,,,166739.0,,,,,,,,,,,,,,,,,,117354.0,,,119443.44,49422.0,,,146347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97968.62
320324510,50605.0,38170.98,,,,123018.22,,,,,,,33886.71,28506.14,36910.78,,28571.99,43813.24,,27715.04,31399.26,,22082.47,25200.73,,16433.97,23730.85,,25139.66,36622.81,,27180.0,27834.0,,91729.98,81780.25,,43839.76,42683.24,,31521.0,,,37048.67,116929.0,,49034.0,,,21812.92,27918.91,,16613.96,22806.27,,39519.19,43734.43,,28443.0,20360.0,,80925.09,,,132990.65,,,,58776.0,,,123975.7,,,,,,,,,,,,,,,,,148088.0,,,15377.57
320324610,69137.0,44075.15,,,,63819.92,111634.28,,,,,,47621.79,23849.4,56349.46,,35922.48,39155.35,,30220.16,67686.7,,24788.48,38244.68,,20362.37,32117.86,,32824.81,40688.8,,35230.0,35545.0,,121824.36,141392.0,,72370.9,48457.28,,50054.9,57751.0,,56766.8,68624.0,,24565.0,33883.0,,26193.75,41644.57,,19396.25,32873.76,,41320.28,53815.51,,37823.0,38744.0,,121076.0,,,106301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16865.84
320329310,,89099.32,,,,,,,,,,,155896.39,63178.33,,,63091.04,115802.0,,93569.0,99688.46,,87511.49,81665.16,,52661.99,79167.63,,74010.31,96887.26,,145443.0,99433.0,,60967.0,86664.0,,119378.0,93659.0,,,,,136802.0,,,,,,102755.25,116007.72,,59974.42,121851.6,,119178.25,,,128813.0,,,70567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42317.71
320337210,,135838.4,,,,,,,,,,,108836.46,57732.59,93945.81,,88225.5,90769.22,,62981.24,,,51403.52,64621.44,,39078.9,56015.5,,65330.09,64281.94,,83017.0,55995.0,,,,,105853.11,,,,82650.0,,122143.0,,,,,,59682.75,74929.85,,38094.73,65619.73,,75926.12,91251.27,,63391.0,76138.0,,177823.0,,,78951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39735.84
320337610,,,,,,,,,,,,,,,,,,,,,,,56263.0,,,54300.0,58682.0,,58916.0,,,,,,,,,,,,,,,,,,,,,79506.0,,,55484.0,26166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39001.0
320390010,,69977.1,,,,,,,,,,,86199.38,53686.82,,,56429.54,,,65304.22,,,36782.06,55934.56,,27688.76,45472.6,,50245.53,66088.25,,50020.0,49990.0,,,105451.0,,106706.58,,,68469.9,,,58980.0,132756.0,,52771.0,,,33233.74,40366.0,,27503.16,49910.14,,63466.46,76165.0,,47957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26996.62
320424510,,,,,,,,,,,,,,,,,,,,,,,,,,11557.11,16950.32,,,,,,,,,,,,,,,,,,,,,,,,,,13344.02,14616.22,,,,,,,,,,,,,,77800.62,,,,,,,,,,,,,,,,,,,,,,,,10520.77
320424610,,,,,,,,,,,,,,,,,,,,,,,,,,13171.98,20149.43,,,,,,,,,,,,,,,,,,,,,,,,,,15204.6,21715.95,,,,,,,,,,,,,,133435.2,,,,,,,,,,,,,,,,,,,,,,,,12422.28
320429310,,,,,,,,,,,,,,,,,,,,,,,,,,40978.73,67803.72,,,,,,,,,,,,,,,,,,,,,,,,,,49090.82,83807.57,,,,,,,,,,,,,,119426.06,,,,,,,,,,,,,,,,,,,,,,,,41729.24
320437210,,,,,,,,,,,,,,,,,,,,,,,,,,26309.33,37892.56,,,,,,,,,,,,,,,,,,,,,,,,,,26814.49,33171.62,,,,,,,,,,,,,,159239.63,,,,,,,,,,,,,,,,,,,,,,,,28984.39
320461210,,,,,,,,,,,,,,,,,,,,,,,,,,42664.99,73205.63,,,,,,,,,,,,,,,,,,,,,,,,,,68278.69,82916.56,,,,,,,,,,,,,,156903.38,,,,,,,,,,,,,,,,,,,,,,,,37700.02
320490010,,,,,,,,,,,,,,,,,,,,,,,,,,18700.0,26938.0,,,,,,,,,,,,,,,,,,,,,,,,,,18690.0,35770.0,,,,,,,,,,,,,,176200.0,,,,,,,,,,,,,,,,,,,,,,,,21236.0
320492110,,,,,,,,,,,,,,,,,,,,,,,,,,15932.0,19327.0,,,,,,,,,,,,,,,,,,,,,,,,,,16441.0,31460.0,,,,,,,,,,,,,,152822.0,,,,,,,,,,,,,,,,,,,,,,,,15132.0
320624510,,95990.0,,,,,,,,,,,137618.34,113133.58,,,126752.32,97734.0,,111461.42,120818.0,,82896.01,94498.46,,61313.97,75619.66,,121942.99,92993.49,,160002.0,,,,,,123482.22,96872.0,,,,,,,,,141380.0,,84375.84,123885.73,,65048.79,77739.44,,132919.09,86405.0,,101069.0,165717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48036.63
320629310,,,,,,,,,,,,,152881.54,131228.0,,,,124943.0,,,,,167000.0,174509.0,,122017.42,138752.79,,164953.0,167854.0,,,,,,,,,,,,,,,,,,,,154305.0,,,119386.72,135023.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105329.0
320637210,,,,,,,,,,,,,,,,,,,,,,,,,,74122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320656610,,52047.16,,,,,,,,,,,81553.02,,,,122532.0,,,135003.12,,,82890.96,45339.0,,49459.96,12529.82,,104734.58,48369.0,,136806.0,,,125769.0,173989.0,,99283.0,,,,,,,,,,,,84510.92,70103.0,,36243.62,55937.14,,96900.0,,,172764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39455.0
320661210,,87018.0,,,,,,,,,,,151714.95,,,,,,,,,,,170635.0,,156835.07,138681.4,,,,,,,,,,,,,,,,,,,,,,,,,,114753.86,177717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320662410,,,,,,,,,,,,,117198.54,,,,,,,,,,158446.0,172296.0,,145322.2,20909.0,,172312.0,,,144624.0,,,,,,,,,,,,,,,,,,146016.0,,,116674.18,141921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320690010,,174726.0,,,,,,,,,,,112096.0,,,,,,,,,,123454.0,131756.0,,89363.0,122330.0,,144670.0,163874.0,,171701.0,,,,,,,,,,,,,,,,,,120608.0,,,95075.0,119587.0,,,,,149200.0,170886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74818.0
320691110,,141985.36,,,,,,,,,,,150908.38,110428.92,,,167583.0,65247.0,,,,,84303.83,102714.93,,66780.85,90315.94,,111961.94,141073.15,,101902.0,162134.0,,159991.0,,,100891.0,120493.0,,,,,,,,,,,80330.28,88069.78,,62084.43,113165.07,,127063.16,,,150179.0,,,,,,,,,,,,,124021.0,,,,,,,,,,,,,,,,,,,,41077.83
320724510,,,,,,,,,,,,,,,,,,,,,,,,,,12362.0,24180.0,17360.95,,,,,,,,,,,,,,,,,,,,,,,,,14118.0,23170.0,19951.66,,,,,,,,,,,,,160095.12,,,,,,,,,,,,,,,,,,,,,,,,11941.23
320724610,,,,,,,,,,,,,,,,,,,,,,,,,,17549.0,31531.0,21181.18,,,,,,,,,,,,,,,,,,,,,,,,,18219.0,78721.0,22447.44,,,,,,,,,,,,,151479.61,,,,,,,,,,,,,,,,,,,,,,,,16965.06
320737210,,,,,,,,,,,,,,,,,,,,,,,,,,40521.0,79379.0,41598.55,,,,,,,,,,,,,,,,,,,,,,,,,42483.0,65500.0,43676.62,,,,,,,,,,,,,75466.92,,,,,,,,,,,,,,,,,,,,,,,,34874.08
320760210,,,,,,,,,,,,,,,,,,,,,,,,,,73471.0,69413.0,68293.62,,,,,,,,,,,,,,,,,,,,,,,,,86887.0,,126158.1,,,,,,,,,,,,,91222.02,,,,,,,,,,,,,,,,,,,,,,,,63588.48
320761210,,,,,,,,,,,,,,,,,,,,,,,,,,40616.0,56941.0,51247.66,,,,,,,,,,,,,,,,,,,,,,,,,72251.0,,84658.15,,,,,,,,,,,,,163518.23,,,,,,,,,,,,,,,,,,,,,,,,50351.29
320790010,,,,,,,,,,,,,,,,,,,,,,,,,,34321.0,73145.0,31915.39,,,,,,,,,,,,,,,,,,,,,,,,,35338.0,23075.0,34582.51,,,,,,,,,,,,,150385.65,,,,,,,,,,,,,,,,,,,,,,,,26876.92
320824510,,,,,,,,,,,,,,,,,,,,,,,,,,10949.66,14957.09,,,,,,,,,,,,,,,,,,,,,,,,,,11810.1,18598.48,,,,,,,,,,,,,,131520.76,,,,,,,,,,,,,,,,,,,,,,,,7918.17
320824610,,,,,,,,,,,,,,,,,,,,,,,,,,12584.16,17185.34,,,,,,,,,,,,,,,,,,,,,,,,,,13082.61,19481.0,,,,,,,,,,,,,,158482.88,,,,,,,,,,,,,,,,,,,,,,,,9925.98
320837210,,,,,,,,,,,,,,,,,,,,,,,,,,30578.41,34024.86,,,,,,,,,,,,,,,,,,,,,,,,,,33866.43,32823.51,,,,,,,,,,,,,,137473.49,,,,,,,,,,,,,,,,,,,,,,,,21440.16
320861210,,,,,,,,,,,,,,,,,,,,,,,,,,49060.07,71487.27,,,,,,,,,,,,,,,,,,,,,,,,,,90560.6,104386.41,,,,,,,,,,,,,,142095.89,,,,,,,,,,,,,,,,,,,,,,,,48068.42
320924510,,,,,,,,,,,,,,,,,,,,,,,,,,3893.0,3120.0,5789.32,,,,,,,,,,,,,,,,,,,,,,,,,5177.0,3440.0,7737.3,,,,,,,,,,,,,18950.72,,,,,,,,,,,,,,,,,,,,,,,,4912.33
320924610,,,,,,,,,,,,,,,,,,,,,,,,,,5357.0,4605.0,7888.81,,,,,,,,,,,,,,,,,,,,,,,,,5680.0,4284.0,9330.2,,,,,,,,,,,,,25768.78,,,,,,,,,,,,,,,,,,,,,,,,6525.76
320937210,,,,,,,,,,,,,,,,,,,,,,,,,,10768.0,8403.0,13164.4,,,,,,,,,,,,,,,,,,,,,,,,,10202.0,11109.0,15333.43,,,,,,,,,,,,,70180.33,,,,,,,,,,,,,,,,,,,,,,,,11780.37
320999510,,,,,,,,,,,,,,,,,,,,,,,,,,7113.0,5789.0,8890.91,,,,,,,,,,,,,,,,,,,,,,,,,9048.0,14756.0,10738.8,,,,,,,,,,,,,32120.67,,,,,,,,,,,,,,,,,,,,,,,,7877.89
321024510,,,,,,,,,,,,,,,,,,,,,,,,,,34152.14,67477.8,,,,,,,,,,,,,,,,,,,,,,,,,,32531.99,62809.78,,,,,,,,,,,,,,128172.29,,,,,,,,,,,,,,,,,,,,,,,,27842.34
321024610,,,,,,,,,,,,,,,,,,,,,,,,,,38654.56,77516.52,,,,,,,,,,,,,,,,,,,,,,,,,,38829.66,87920.63,,,,,,,,,,,,,,72691.0,,,,,,,,,,,,,,,,,,,,,,,,34886.62
321037210,,,,,,,,,,,,,,,,,,,,,,,,,,60928.01,97632.95,,,,,,,,,,,,,,,,,,,,,,,,,,57873.0,94590.88,,,,,,,,,,,,,,78262.0,,,,,,,,,,,,,,,,,,,,,,,,51090.0
321124510,,,,,,,,,,,,,,,,,,,,,,,,,,9833.42,17520.81,13704.0,,,,,,,,,,,,,,,,,,,,,,,,,9693.34,19739.37,13205.0,,,,,,,,,,,,,116266.22,,,,,,,,,,,,,,,,,,,,,,,,10148.59
321124610,,,,,,,,,,,,,,,,,,,,,,,,,,11127.97,18760.36,14767.0,,,,,,,,,,,,,,,,,,,,,,,,,11551.83,19307.94,15571.0,,,,,,,,,,,,,163675.01,,,,,,,,,,,,,,,,,,,,,,,,11152.95
321137210,,,,,,,,,,,,,,,,,,,,,,,,,,26153.28,39951.49,24022.0,,,,,,,,,,,,,,,,,,,,,,,,,27200.3,54229.48,23033.0,,,,,,,,,,,,,148047.76,,,,,,,,,,,,,,,,,,,,,,,,25655.04
321161210,,,,,,,,,,,,,,,,,,,,,,,,,,39806.54,110673.07,,,,,,,,,,,,,,,,,,,,,,,,,,70632.13,96400.86,,,,,,,,,,,,,,104185.14,,,,,,,,,,,,,,,,,,,,,,,,38777.0
321184110,,,,,,,,,,,,,,,,,,,,,,,,,,88635.0,86223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63847.0
321190010,,,,,,,,,,,,,,,,,,,,,,,,,,23664.87,41231.02,21406.0,,,,,,,,,,,,,,,,,,,,,,,,,26807.02,31887.84,22342.0,,,,,,,,,,,,,125483.37,,,,,,,,,,,,,,,,,,,,,,,,21036.91
321192010,,,,,,,,,,,,,,,,,,,,,,,,,,16958.27,25551.24,19399.0,,,,,,,,,,,,,,,,,,,,,,,,,16605.47,37985.85,22191.0,,,,,,,,,,,,,151990.81,,,,,,,,,,,,,,,,,,,,,,,,17378.63
321192110,,,,,,,,,,,,,,,,,,,,,,,,,,15754.4,26932.45,18503.0,,,,,,,,,,,,,,,,,,,,,,,,,16032.83,28459.45,20239.0,,,,,,,,,,,,,128670.99,,,,,,,,,,,,,,,,,,,,,,,,14979.99
321199510,,,,,,,,,,,,,,,,,,,,,,,,,,13083.59,24363.25,17169.0,,,,,,,,,,,,,,,,,,,,,,,,,13947.33,23789.97,18642.0,,,,,,,,,,,,,154695.09,,,,,,,,,,,,,,,,,,,,,,,,12098.04
321219110,,,,,,,,,,,,,,,,,,,,,,,,,,177764.0,132958.0,,,,,,,,,,,,,,,,,,,,,,,,,,96303.0,,,,,,,,,,,,,,,117088.0,,,,,,,,,,,,,,,,,,,,,,,,122050.0
321224510,,,,,,,,,,,,,,,,,,,,,,,,,,53145.84,111831.64,,,,,,,,,,,,,,,,,,,,,,,,,,56279.39,114470.44,,,,,,,,,,,,,,159894.96,,,,,,,,,,,,,,,,,,,,,,,,45008.71
321237210,,,,,,,,,,,,,,,,,,,,,,,,,,88981.58,95584.2,,,,,,,,,,,,,,,,,,,,,,,,,,51274.32,,,,,,,,,,,,,,,27102.0,,,,,,,,,,,,,,,,,,,,,,,,
321424510,,,,,,,,,,,,,,,,,,,,,,,,,,12044.51,14840.99,,,,,,,,,,,,,,,,,,,,,,,,,,13534.73,11873.86,,,,,,,,,,,,,,145888.94,,,,,,,,,,,,,,,,,,,,,,,,10345.03
321424610,,,,,,,,,,,,,,,,,,,,,,,,,,13209.83,20356.24,,,,,,,,,,,,,,,,,,,,,,,,,,15770.61,21609.65,,,,,,,,,,,,,,160598.84,,,,,,,,,,,,,,,,,,,,,,,,12023.41
321437210,,,,,,,,,,,,,,,,,,,,,,,,,,24917.11,26943.64,,,,,,,,,,,,,,,,,,,,,,,,,,30922.02,34000.3,,,,,,,,,,,,,,126489.47,,,,,,,,,,,,,,,,,,,,,,,,28037.3
321492010,,,,,,,,,,,,,,,,,,,,,,,,,,16674.54,23806.4,,,,,,,,,,,,,,,,,,,,,,,,,,20263.11,25557.07,,,,,,,,,,,,,,137568.04,,,,,,,,,,,,,,,,,,,,,,,,17071.9
321524210,4358.0,2684.44,,,,,16460.0,,,26688.0,,,2344.0,,,5161.16,,,2713.82,,,2197.44,,,1459.9,,,588.56,,,6418.82,,,2409.0,,,21544.84,,,4534.92,,,7443.0,,,5860.0,,,,,,2879.16,,,1040.28,,,9288.46,,,3590.0,,,26265.04,,,8250.0,,21979.0,,23322.0,,13987.48,,,,,,,45696.0,,121796.0,,,,,,,,113410.0,,853.96
321524510,6415.0,3239.88,,4937.0,,8667.0,14616.0,,,21546.64,5407.0,,581.0,,,3838.97,,,2192.86,,,1826.23,,,1276.3,,,425.25,,,5614.81,,,2112.0,,,26590.84,,,3453.34,,,6156.87,,,6163.11,,,6406.96,,,2708.55,,,923.86,,,8601.79,,,3490.0,,,30267.73,,,11815.78,,,,38946.6,,15798.07,,,,,,,29166.13,,19282.22,,,,,,,,146616.06,121185.0,389.89
321524610,,4942.0,,,,9472.0,,,,,,,800.0,,,2113.0,,,2365.0,,,2145.0,,,1012.0,,,387.0,,,4762.0,,,,,,14277.0,,,3503.0,,,,,,7050.0,,,,,,1851.0,,,593.0,,,6785.0,,,,,,29023.0,,,14059.0,,,,,,24836.0,,,,,,,,,,,,,,,,,,,307.0
321537210,9872.0,6025.18,,15808.3,,14538.31,,,19976.0,27076.0,,,4370.03,,,7506.76,,,6018.26,,,6555.7,,,3153.32,,,1710.45,,,9212.94,,,5147.0,,,45719.29,,,7169.68,,,6880.25,,,10636.86,,,11102.79,,,5512.53,,,2239.46,,,12641.05,,,7758.0,,,62791.65,,,20682.2,,119168.0,,150203.0,,35450.53,,,,,,,89925.0,,,,,,,,,,,,2488.75
321537610,,6973.0,,,,,38840.0,,,,,,5001.0,,,,,,8288.0,,,6963.0,,,4025.0,,,2082.0,,,11304.0,,,,,,61803.0,,,,,,17705.0,,,,,,,,,5527.0,,,2515.0,,,13225.0,,,,,,,,,24236.0,,,,,,,,,,,,,,,,,,,,,,,,,3183.0
321591110,,3639.22,,,,4822.5,,,,,,,1394.8,,,3384.48,,,1864.16,,,2166.36,,,1167.22,,,550.78,,,5412.3,,,,,,27596.52,,,4746.06,,,,,,,,,,,,3148.48,,,756.2,,,7605.98,,,,,,31959.38,,,,,,,,,8804.9,,,,,,,32131.5,,,,,,,,,,,,557.78
321591210,,4177.06,,,,7240.96,,,,,,,1607.58,,,4364.22,,,2641.24,,,2405.66,,,1334.0,,,715.42,,,5744.64,,,,,,30655.26,,,5831.16,,,,,,2475.0,,,,,,2990.64,,,899.12,,,7112.3,,,,,,31429.44,,,,,,,,,20143.32,,,,,,,63880.0,,75363.0,,,,,,,,,,781.16
321619110,,,,,,,,,,,,,128193.6,153828.0,,,,,,88137.0,,,151146.18,160469.0,,139673.24,143600.99,,158436.0,,,179007.0,,,,,,,,,,,,,,,,,,81763.0,,,113330.11,143836.56,,,,,,,,,,,,80035.0,,,,,,,,,,,,,,,,,,,,,,,,,,41640.0
321624510,,144472.22,,,,,,,,,,,104303.67,47994.05,89519.0,,66929.18,131656.04,,135221.11,,,76849.9,134069.4,,68959.33,85169.32,,102835.59,125830.5,,113778.0,133956.0,,77027.0,,,64010.68,62497.56,,131889.0,,,66706.0,,,,,,70407.94,102660.81,,57851.57,105235.04,,84573.5,102437.13,,,,,,,,79839.0,141782.0,,,,,,,,,,,,,,,,,,,,,,,,,,33455.7
321637210,,,,,,,,,,,,,137011.54,125749.0,,,,,,,,,117784.34,97159.0,,92850.27,104936.51,,154853.14,156252.26,,114437.0,,,,,,,,,,,,,,,,,,95221.14,101091.0,,87971.18,95724.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62374.87
321650710,,,,,,,,,,,,,139297.09,144534.82,108755.24,,136662.0,137194.0,,,,,110753.39,156470.22,,89700.59,142055.71,,101305.88,,,120713.0,171652.0,,,,,,,,,,,,,,,,,138515.0,,,122079.84,123485.94,,166715.86,,,148221.0,166698.0,,,,,,,,,,,,122153.0,,,,,,,,,,,,,,,,,,,,59566.56
321661210,,166531.0,,,,,,,,,,,136655.91,120178.0,,,,,,,,,133566.83,127646.43,,83366.72,125850.55,,133152.54,,,,,,,,,,,,,,,,,,,,,,,,153335.3,144535.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32806.2
321691110,,,,,,,,,,,,,115728.57,84970.0,,,81129.0,,,,,,79669.91,97856.17,,66277.37,80297.25,,109163.77,123232.15,,111254.0,143197.0,,,,,141523.0,,,,77901.98,,,,,,,,73426.3,67391.85,,55128.32,69206.09,,108896.4,147519.32,,104560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38174.64
321719110,,,,,,,,,,,,,137560.0,,,,,,,,,,,,,133682.03,146006.34,,156594.0,,,,,,170697.0,,,,,,,,,,,,,,,,32149.0,,157008.81,80415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40182.0
321724510,,,,,,,,,,,,,108994.36,93457.25,,,90454.09,,,66630.06,137601.0,,60780.45,90769.86,,54025.34,75767.59,,70909.45,86159.42,,149275.0,161259.0,,91039.74,,,81980.0,98089.0,,,,,,,,109623.0,,,62837.31,85790.35,,49815.08,81871.65,,71711.3,122499.51,,140747.0,,,108111.58,,,102492.0,,,,,,,150482.32,,,,,,,,,,,,,,,,,,,,45332.96
321737210,,169069.0,,,,,,,,,,,134306.56,,178460.0,,125605.0,,,,,,116774.0,132468.0,,101371.15,127492.28,,151883.0,145621.0,,165139.0,,,,,,,132512.0,,,,,,,,,,,125072.0,,,107314.83,113293.88,,115610.0,,,164160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92454.0
321761210,,,,,,,,,,,,,56934.0,,,,,,,,,,,,,161699.44,178551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321791610,,,,,,,,,,,,,73172.0,140456.0,,,,,,,,,146209.42,178099.0,,126050.37,154450.68,,160764.22,,,,,,,,,139184.0,,,,,,,,,,,,144017.0,,,94835.19,148943.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66946.0
321819110,,,,,,,,,,,,,,,,,,,,,,,,,,123633.8,113791.32,124220.0,,,,,,,,,,,,,,,,,,,,,,,,,58404.59,104129.0,152871.0,,,,,,,,,,,,,88394.0,,,,,,,,,,,,,,,,,,,,,,,,
321824510,,,,,,,,,,,,,,,,,,,,,,,,,,31968.03,74132.56,49008.0,,,,,,,,,,,,,,,,,,,,,,,,,37227.79,105377.15,46889.0,,,,,,,,,,,,,163044.83,,,,,,,,,,,,,,,,,,,,,,,,28864.87
321824610,,,,,,,,,,,,,,,,,,,,,,,,,,36878.34,91294.5,52344.0,,,,,,,,,,,,,,,,,,,,,,,,,41712.58,98894.65,51109.0,,,,,,,,,,,,,156870.4,,,,,,,,,,,,,,,,,,,,,,,,35472.43
321837210,,,,,,,,,,,,,,,,,,,,,,,,,,73636.28,84564.88,,,,,,,,,,,,,,,,,,,,,,,,,,84369.77,88464.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68915.0
321861210,,,,,,,,,,,,,,,,,,,,,,,,,,77521.21,127780.75,96117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,138957.0,,,,,,,,,,,,,74550.0,,,,,,,,,,,,,,,,,,,,,,,,67650.0
321890010,,,,,,,,,,,,,,,,,,,,,,,,,,74406.9,105041.52,85997.0,,,,,,,,,,,,,,,,,,,,,,,,,69909.44,70055.18,79331.0,,,,,,,,,,,,,97238.0,,,,,,,,,,,,,,,,,,,,,,,,66700.5
321891210,,,,,,,,,,,,,,,,,,,,,,,,,,49075.38,78056.7,57090.0,,,,,,,,,,,,,,,,,,,,,,,,,54876.72,59856.62,56125.0,,,,,,,,,,,,,162949.98,,,,,,,,,,,,,,,,,,,,,,,,35208.52
321892110,,,,,,,,,,,,,,,,,,,,,,,,,,41862.92,95436.47,54205.0,,,,,,,,,,,,,,,,,,,,,,,,,55822.29,77090.3,56964.0,,,,,,,,,,,,,136586.52,,,,,,,,,,,,,,,,,,,,,,,,43983.55
321919110,,,,,,,,,,,,,,,,,,,,,,,,,,152333.65,,,,,,,,,,,,,,,,,,,,,,,,,,,85910.82,,,,,,,,,,,,,,,121766.0,,,,,,,,,,,,,,,,,,,,,,,,
321924510,,,,,,,,,,,,,,,,,,,,,,,,,,90240.16,147769.54,,,,,,,,,,,,,,,,,,,,,,,,,,92350.69,157247.03,,,,,,,,,,,,,,160365.98,,,,,,,,,,,,,,,,,,,,,,,,75857.52
321924610,,,,,,,,,,,,,,,,,,,,,,,,,,82262.19,114217.87,,,,,,,,,,,,,,,,,,,,,,,,,,94111.41,145825.04,,,,,,,,,,,,,,164836.47,,,,,,,,,,,,,,,,,,,,,,,,59831.55
321929310,,,,,,,,,,,,,,,,,,,,,,,,,,161421.18,137031.91,,,,,,,,,,,,,,,,,,,,,,,,,,102906.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321937210,,,,,,,,,,,,,,,,,,,,,,,,,,141968.06,148223.95,,,,,,,,,,,,,,,,,,,,,,,,,,109669.42,139872.0,,,,,,,,,,,,,,140590.38,,,,,,,,,,,,,,,,,,,,,,,,
321961210,,,,,,,,,,,,,,,,,,,,,,,,,,135486.38,,,,,,,,,,,,,,,,,,,,,,,,,,,52188.0,,,,,,,,,,,,,,,118857.0,,,,,,,,,,,,,,,,,,,,,,,,
321991110,,,,,,,,,,,,,,,,,,,,,,,,,,96211.65,147300.81,,,,,,,,,,,,,,,,,,,,,,,,,,87893.68,150609.34,,,,,,,,,,,,,,157065.91,,,,,,,,,,,,,,,,,,,,,,,,61733.98
322019110,,,,,,,,,,,,,,,,,,,,,,,,,,,176659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322024510,,,,,,,,,,,,,103824.48,,109186.0,,,140956.3,,142512.0,,,102942.3,137457.28,,73131.62,111975.6,,102659.76,112876.38,,,,,,129894.0,,,,,,,,,,,,,,92573.48,148062.0,,74947.72,72312.52,,111380.0,,,,,,,,,113335.0,,,,,,,79540.0,,,,,,,,,,,,,,,,,,,,41969.0
322024610,,,,,,,,,,,,,138170.0,136120.0,,,94502.0,,,,,,99490.47,113697.98,,81622.76,95505.03,,122463.2,135895.0,,,135699.0,,,,,104514.0,,,,,,,,,,,,111139.47,117682.0,,91561.65,83926.13,,135128.8,124383.0,,128999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55232.0
322025210,,93123.0,,,,,,,,,,,73296.0,114293.88,,,90318.02,,,101270.0,,,111446.9,71993.26,,64399.36,54116.24,,112304.38,61246.0,,,,,,,,100918.0,,,,,,,,,,,,114590.16,,,69678.08,62465.0,,147831.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34520.0
