Branch_Code,DEFOBCS,DEFOPENS,DEFRNT1S,DEFRNT2S,DEFRNT3S,DEFROBCS,DEFRSCS,DEFRSEBCS,DEFRVJS,DEFSCS,DEFSEBCS,DEFSTS,EWS,GNT1H,GNT1O,GNT1S,GNT2H,GNT2O,GNT2S,GNT3H,GNT3O,GNT3S,GOBCH,GOBCO,GOBCS,GOPENH,GOPENO,GOPENS,GSCH,GSCO,GSCS,GSEBCH,GSEBCO,GSEBCS,GSTH,GSTO,GSTS,GVJH,GVJO,GVJS,LNT1H,LNT1O,LNT1S,LNT2H,LNT2O,LNT2S,LNT3H,LNT3O,LNT3S,LOBCH,LOBCO,LOBCS,LOPENH,LOPENO,LOPENS,LSCH,LSCO,LSCS,LSEBCH,LSEBCO,LSEBCS,LSTH,LSTO,LSTS,LVJH,LVJO,LVJS,MI,ORPHAN,PWDOBCH,PWDOBCS,PWDOPENH,PWDOPENS,PWDRNT1H,PWDRNT1S,PWDRNT2H,PWDRNT2S,PWDRNT3S,PWDROBCH,PWDROBCS,PWDRSCH,PWDRSCS,PWDRSEBCH,PWDRSEBCS,PWDRSTH,PWDRSTS,PWDRVJH,PWDRVJS,PWDSCH,PWDSCS,PWDSEBCS,TFWS
110537210,,,,,,,,,,,,,105978.4,58814.36,98937.46,56995.6,69961.23,100615.18,68876.24,115939.0,,100056.0,59300.23,64468.04,53524.12,56761.13,57825.8,51697.38,75069.08,75724.7,74791.4,,,168316.0,,,127155.0,70225.96,110724.0,77505.9,63777.0,,50808.0,70400.12,,66002.64,,,90320.0,56781.44,62524.52,51364.94,50339.97,62026.84,48485.76,76185.9,79664.98,76537.34,,,,,,,78179.94,,81383.36,,,,,,,,,,,,,,,,,,,,,,,,,38652.83
110561210,,,,,,,,,,,,,163808.28,106175.44,100125.0,115756.18,77236.0,121337.0,115659.88,,,151726.2,96920.48,100019.9,102828.64,96881.54,112104.33,93073.24,112955.14,109703.34,112002.2,,,,67549.0,,147032.0,114597.0,,138123.08,119215.0,,127529.88,112713.0,,135504.36,,,,107983.0,108076.0,113342.16,94273.64,101631.0,107364.1,114027.0,113830.0,126033.54,,,,,,,,,142070.0,,,,,,,,,,,,,,,,,,,,,,,,,77111.31
110719110,,,,,,,,,,,,,136130.04,106951.94,,104688.0,111215.5,98994.96,,97708.0,,,98054.97,103797.22,90829.0,89645.92,125050.17,86337.0,97327.31,115002.64,109117.0,,,148854.0,129722.55,,157061.0,113648.34,119396.0,113116.0,97546.0,,,97955.0,,114568.0,,,,87528.38,119162.56,86797.0,76714.75,107756.42,71460.0,82852.17,96120.1,105977.0,,,,84391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72968.14
110724210,148116.26,103404.79,,,,136871.98,93033.0,,,,,,75997.17,42935.57,60817.36,52063.0,57851.86,57764.2,52807.0,62953.38,62651.64,77621.0,42730.36,50574.46,42188.0,41518.22,48633.94,40238.0,50862.48,56890.94,57488.0,,,89394.0,93468.15,93586.73,144536.0,49265.82,88045.57,56267.0,45126.76,,47146.0,54054.42,,48095.0,96183.0,,,41527.02,48400.28,40598.0,38507.71,46406.65,33140.0,47428.12,54693.85,48400.0,,,81566.0,117202.78,111419.28,131210.0,47481.35,63095.68,54595.0,,,,,140685.0,117783.0,,,,,,,,,,,,,,,,,,,24968.74
110729310,,,,,,,,,,,,,158939.65,75385.34,83630.0,88344.0,80654.78,105627.05,82525.0,123928.0,,,77077.81,92876.65,75953.0,73576.44,86737.08,73115.0,78027.03,102667.43,92421.0,,,91255.0,93649.0,,,81934.67,,97965.0,,,,61250.0,,,,,,72691.25,89168.43,71296.0,65607.04,83307.43,65872.0,77920.7,83674.56,90822.0,,,150584.0,,,112025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,63264.93
110737210,,75059.0,,,,,,,,,,,123874.34,69807.96,,,68562.25,83747.86,,,,93454.0,60386.11,74346.71,60534.0,57799.46,72348.09,56381.0,76014.08,92946.54,84195.0,,,178811.0,126796.86,,179383.0,87035.0,,98035.0,69531.0,,88278.0,,,72844.0,,105379.0,,57421.15,67992.63,56883.0,54603.41,56964.08,53321.0,78356.7,107438.21,83957.0,,,,,,,102912.0,,126687.0,,,,,,171385.0,,,,,,,,,,,,,,,,,,,43244.59
110761210,,,,,,,,,,,,,122128.66,99932.0,,97102.0,119352.64,114055.0,102879.0,,,168671.0,99409.82,130420.46,98674.0,95107.61,111172.87,94584.0,104648.62,112115.44,107809.0,,,,,,,,116826.0,128634.0,,,,,135714.0,,,,,98359.38,129051.08,95227.0,88218.12,119680.28,85007.0,99923.7,108804.0,115640.0,,,,,,,,,,,,,,,167287.0,,,,,,,,,,,,,,,,,,,86023.08
110791110,,103310.0,,,,,,,,,,,165499.0,,,82754.0,,,81892.0,,,151978.0,,,70649.0,,,68408.0,,,98976.0,,,,,,,,,77235.0,,,81170.0,,,87787.0,,,121590.0,,,68309.0,,,63820.0,,,97814.0,,,,,,,,,144274.0,,,,,,,,,,,,,,,,,,,,,,,,,52619.0
110799510,,,,,,,,,,,,,127833.19,74624.83,,61742.0,63647.44,92831.0,79995.0,75576.48,,109537.0,50498.39,60529.5,62993.0,48925.61,54625.47,60478.0,60036.95,71063.78,77718.0,,,148905.0,,108680.0,110592.0,66824.55,,94640.0,,,,62894.0,,64736.0,,,,49049.45,73010.14,60674.0,47655.83,59850.33,59045.0,52720.2,65839.84,83458.0,,,,,,,,,83515.0,,,,,,126688.0,,,,,,,,,,,,,,,,,,,36876.97
111419110,,111013.58,,,,,,,,,,,152436.95,114361.32,99497.68,,114381.23,102472.58,,,,,105498.03,104171.54,105967.0,100170.64,129670.56,103117.0,114382.53,115636.16,114252.0,,,,74679.0,92512.0,,106578.72,,133094.0,88558.0,,134915.0,,,133551.0,,,,93221.36,109243.21,103830.0,87439.79,104817.42,98383.0,94945.61,106363.75,118869.0,,,,131509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86149.63
111424210,111137.0,111477.03,,,,100783.0,137789.0,,,,,,74997.18,40492.89,52781.8,51706.0,51048.47,51118.48,61031.0,53571.1,83560.26,83137.0,38695.95,46185.8,46456.0,36938.72,42728.44,43820.0,48738.48,46313.35,55491.0,,,121332.0,120852.55,119617.76,154819.0,48987.81,86516.52,64941.0,52663.91,53717.0,,45683.81,79127.0,56113.0,66476.0,,,36928.37,38609.32,45184.0,31716.15,36305.92,37693.0,43464.38,48127.8,47892.0,,,120115.0,115144.43,113306.4,88331.0,63996.43,132057.0,69812.0,,93631.0,,,81922.4,,,,,,,,,,,,,,,,,,,,26005.64
111424610,,169449.0,,,,,,,,,,,87181.09,46285.34,67390.6,53862.0,61408.36,75118.34,61095.0,69687.64,90267.82,83540.0,44211.79,56287.48,52018.0,43318.55,54675.66,50318.0,54785.15,72185.87,65718.0,,,176732.0,91627.12,105889.0,174837.0,62886.42,78988.54,69273.0,49511.0,,52891.0,54921.85,,,,,74809.0,43387.46,50037.35,49596.0,41749.51,48296.31,48539.0,52383.04,54664.44,61116.0,,,169107.0,122873.24,121545.0,106145.0,57366.02,,,,,,,,,,,,,,,,,,,,,,,,,,,31701.1
111426310,,,,,,,,,,,,,133622.0,,,77347.0,,,,,,92075.0,,,58540.0,,,55899.0,,,75031.0,,,128002.0,,,107405.0,,,,,,,,,87271.0,,,,,,54215.0,,,53420.0,,,71449.0,,,,,,,,,109919.0,,,,,,,,,,,,,,,,,,,,,,,,,50327.0
111437210,,91163.0,,,,,,,,,,,148761.97,65879.91,82550.8,79062.0,76840.27,107696.38,81573.0,93599.1,,72201.0,62061.63,74509.39,67782.0,61012.1,70108.16,66465.0,76470.55,90411.65,78416.0,,,171431.0,,,,82759.69,116568.98,102844.0,62699.93,,64618.0,73573.48,84538.0,73627.0,110165.0,,,60197.89,65525.93,65938.0,54644.39,62699.36,61935.0,78553.66,82004.75,77528.0,,,,,,163740.0,101009.82,,,,,,,,,,,,,,,,,,,,,,,,,,,56532.0
111461210,,,,,,,,,,,,,157815.11,107159.64,,107384.0,111884.7,,115922.0,,83174.0,,104575.81,118152.52,103726.0,97906.43,114632.49,100739.0,118411.55,115892.87,113592.0,,,,94422.92,,,105764.2,114973.0,,,143202.0,,,,,,,,97643.54,102733.4,108727.0,92416.37,95530.65,101176.0,120904.56,117639.18,111922.0,,,,,,,,,160343.0,,,,,,,,,,,,,,,,,,,,,,,,,83093.78
111619110,,,,,,,,,,,,,163157.98,132984.38,136495.12,,144558.0,,,,,,136069.98,133214.93,,125905.63,154815.56,,146642.47,140794.92,,,,,128382.54,,,116840.88,,,,,,170119.0,,,,,,126654.43,115522.96,,110659.66,122619.59,,131459.7,127228.46,,,,,,,,,,,,,,,83828.0,,,,,,,,,,,,,,,,,,,,98139.93
111624210,,103395.0,,,,,,,,,,,101528.87,73480.07,100195.4,,80587.2,101808.72,,114594.03,124935.48,,73700.22,94722.92,,69909.08,70522.21,,85638.98,107476.26,,162006.0,,,150203.21,,,75033.21,117712.93,,95475.74,,,83836.92,,,97126.0,,,70776.22,103833.47,,58037.34,82480.82,,76776.49,91484.33,,177138.0,,,124983.0,150016.2,,66180.38,147364.0,,,,,,,,,,,,,,,,,,,,,,,,,,50205.58
111624610,,,,,,,,,,,,,122521.0,,,,,94394.0,,89693.0,,,90246.0,159361.0,,80053.0,112579.0,,102573.0,124590.0,,141199.0,,,,,,105796.0,,,,122642.0,,,,,,,,80772.0,,,78180.0,122370.0,,95362.0,130371.0,,,,,,,,110927.0,,,,,,,175823.0,,,,,,,,,,,,,,,,,,,,57594.0
111650710,,,,,,,,,,,,,148473.22,125185.94,,,139269.68,129989.66,,,159296.0,,134728.99,133033.66,,117129.94,123686.96,,139392.16,143306.46,,,,,,,,131873.37,153841.0,,,,,149225.0,,,,,,118106.56,121509.37,,84717.69,92163.82,,125410.19,89899.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86669.27
111661210,,,,,,,,,,,,,150202.19,130106.0,,,148583.0,,,,,,131066.83,129430.71,,120553.04,163012.08,,148562.48,149969.94,,,,,,,,156867.0,,,,,,142152.0,154540.0,,,,,135686.0,130630.64,,123501.13,144570.39,,152179.0,145787.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87317.62
111719110,,,,,,,,,,,,,142360.19,109389.9,126020.0,,123267.09,,,,,,142805.52,157341.84,,109784.2,141378.09,,129352.69,148967.9,,,,,,,,99043.0,146368.34,,132520.0,,,161946.0,,,,,,135437.42,,,104278.35,144173.27,,132013.68,,,,,,,,,,,,,,,,122345.0,,,,,,,,,,,,,,,,,,,,122683.98
111724210,,179067.0,,,,,,,,,,,125672.94,84373.02,148332.72,,89470.6,133241.48,,93293.23,106086.34,,93151.43,110322.27,,82342.02,98068.15,,103712.83,122048.81,,174536.0,169868.0,,144564.95,88434.0,,85917.22,86723.06,,75837.0,,,71775.0,71003.84,,,120829.0,,84786.03,102496.63,,66834.04,83524.31,,96799.2,108071.22,,122079.0,139737.0,,102773.32,,,76943.0,122271.0,,,,,,105385.74,,,,,,,,,,,,,,,,,,,,69943.24
111735610,,,,,,,,,,,,,137953.48,119408.56,,,106370.0,95164.0,,176283.0,,,121482.28,153070.96,,114886.94,140549.03,,142611.34,137890.73,,,,,,,,,86866.0,,126996.0,,,139428.0,,,,,,116361.57,118096.44,,110947.36,108996.06,,160501.0,,,,,,,,,118624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,139855.9
111761210,,,,,,,,,,,,,115783.46,130458.3,,,137397.06,115144.0,,,,,146689.87,142092.91,,122842.17,153235.2,,143309.26,162375.0,,,,,,,,130594.98,112599.0,,,119150.0,,,171705.0,,,,,146554.08,136813.26,,130291.93,121209.96,,144936.15,127956.0,,,,,,,,112994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118787.16
111799510,,,,,,,,,,,,,134580.91,83176.7,,,109098.2,114440.0,,,,,98985.66,127975.02,,88552.28,99907.78,,124239.04,107513.46,,,,,,,,89421.86,119295.0,,,176745.0,,120582.2,,,,,,87851.95,91170.46,,82207.84,122441.32,,107410.56,129249.0,,,,,,,,,125864.0,,,,,,,,,,,,,,,,,,,,,,,,,,86599.91
111924210,,104759.38,,,,,,,,,,,115112.46,69121.78,,,100904.36,99568.0,,73888.66,107201.0,,71726.88,81427.62,,63716.17,76934.86,,82950.53,116839.96,,100877.0,138354.0,,99802.0,,,86548.89,,,70119.0,,,,,,,,,73423.21,78086.8,,64677.77,64807.42,,73636.01,88413.08,,91904.0,,,,,,,,,,,,,102662.8,,,,,,,109490.0,,,,,,,,,,,,,48425.51
111924610,,153563.48,,,,,,,,,,,154736.25,74597.68,129642.0,,75397.25,122796.39,,103460.72,,,86112.89,101739.19,,80935.46,81228.79,,93851.69,136494.96,,,141565.0,,,,,83356.18,92119.42,,100658.0,,,,,,,95678.0,,83211.8,102851.47,,76897.94,83309.1,,105188.64,92071.0,,,,,,,,84945.0,,,,,,,106886.0,,,,,,,,,,,,,,,,,,,,59276.63
111937210,,,,,,,,,,,,,131241.64,113170.14,151657.52,,130171.24,,,126654.94,,,105432.25,128786.71,,100457.38,107596.51,,120590.2,123780.3,,,,,,,,97356.0,118676.0,,,,,,110362.0,,110694.0,,,96824.81,117709.23,,91520.81,125217.96,,135819.08,142473.14,,,,,,,,171113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,93000.16
111950710,,,,,,,,,,,,,120538.94,141607.0,,,,,,,,,159191.0,,,145378.74,128810.69,,158739.0,165779.0,,,,,,,,159200.0,,,,,,,,,,,,152672.0,154233.0,,131340.12,113309.69,,166391.0,,,,,,,,,,,,,,,,175780.0,,,,,,,,,,,,,,,,,,,,42696.0
