branch_code,branch_name,college_code,core_branch
322124510,Computer Engineering,3221,Computer Science
322224510,Computer Engineering,3222,Computer Science
322324510,Computer Engineering,3223,Computer Science
322424510,Computer Engineering,3224,Computer Science
325724510,Computer Engineering,3257,Computer Science
327724510,Computer Engineering,3277,Computer Science
335124510,Computer Engineering,3351,Computer Science
335324510,Computer Engineering,3353,Computer Science
342324510,Computer Engineering,3423,Computer Science
343624510,Computer Engineering,3436,Computer Science
343924510,Computer Engineering,3439,Computer Science
344024510,Computer Engineering,3440,Computer Science
344524510,Computer Engineering,3445,Computer Science
344724510,Computer Engineering,3447,Computer Science
346024510,Computer Engineering,3460,Computer Science
346224510,Computer Engineering,3462,Computer Science
346724510,Computer Engineering,3467,Computer Science
347024510,Computer Engineering,3470,Computer Science
347124510,Computer Engineering,3471,Computer Science
347524510,Computer Engineering,3475,Computer Science
347724510,Computer Engineering,3477,Computer Science
350324510,Computer Engineering,3503,Computer Science
354624510,Computer Engineering,3546,Computer Science
411824510,Computer Engineering,4118,Computer Science
413324510,Computer Engineering,4133,Computer Science
414124510,Computer Engineering,4141,Computer Science
414324510,Computer Engineering,4143,Computer Science
417424510,Computer Engineering,4174,Computer Science
418124510,Computer Engineering,4181,Computer Science
430224510,Computer Engineering,4302,Computer Science
430424550F,Computer Engineering,4304,Computer Science
461324510,Computer Engineering,4613,Computer Science
464924510,Computer Engineering,4649,Computer Science
500424510,Computer Engineering,5004,Computer Science
510324510,Computer Engineering,5103,Computer Science
510424510,Computer Engineering,5104,Computer Science
510624510,Computer Engineering,5106,Computer Science
510824510,Computer Engineering,5108,Computer Science
510924510,Computer Engineering,5109,Computer Science
512124510,Computer Engineering,5121,Computer Science
512424510,Computer Engineering,5124,Computer Science
512524510,Computer Engineering,5125,Computer Science
513024510,Computer Engineering,5130,Computer Science
513924510,Computer Engineering,5139,Computer Science
515124510,Computer Engineering,5151,Computer Science
516024510,Computer Engineering,5160,Computer Science
516124510,Computer Engineering,5161,Computer Science
516224510,Computer Engineering,5162,Computer Science
516424510,Computer Engineering,5164,Computer Science
516824510,Computer Engineering,5168,Computer Science
516924510,Computer Engineering,5169,Computer Science
517124510,Computer Engineering,5171,Computer Science
517224510,Computer Engineering,5172,Computer Science
517324510,Computer Engineering,5173,Computer Science
517724510,Computer Engineering,5177,Computer Science
517924510,Computer Engineering,5179,Computer Science
518124510,Computer Engineering,5181,Computer Science
518224510,Computer Engineering,5182,Computer Science
518424510,Computer Engineering,5184,Computer Science
525624510,Computer Engineering,5256,Computer Science
526324510,Computer Engineering,5263,Computer Science
530324510,Computer Engineering,5303,Computer Science
533024510,Computer Engineering,5330,Computer Science
533124510,Computer Engineering,5331,Computer Science
537024510,Computer Engineering,5370,Computer Science
538024510,Computer Engineering,5380,Computer Science
538224510,Computer Engineering,5382,Computer Science
539024510,Computer Engineering,5390,Computer Science
539624510,Computer Engineering,5396,Computer Science
539924510,Computer Engineering,5399,Computer Science
540124510,Computer Engineering,5401,Computer Science
540824510,Computer Engineering,5408,Computer Science
540924510,Computer Engineering,5409,Computer Science
541124510,Computer Engineering,5411,Computer Science
541824510,Computer Engineering,5418,Computer Science
543324510,Computer Engineering,5433,Computer Science
544924510,Computer Engineering,5449,Computer Science
549724510,Computer Engineering,5497,Computer Science
550924510,Computer Engineering,5509,Computer Science
551324510,Computer Engineering,5513,Computer Science
600424510,Computer Engineering,6004,Computer Science
612224510,Computer Engineering,6122,Computer Science
613824510,Computer Engineering,6138,Computer Science
613924510,Computer Engineering,6139,Computer Science
614124510,Computer Engineering,6141,Computer Science
614424510,Computer Engineering,6144,Computer Science
614524510,Computer Engineering,6145,Computer Science
614624510,Computer Engineering,6146,Computer Science
614924510,Computer Engineering,6149,Computer Science
615524510,Computer Engineering,6155,Computer Science
615624510,Computer Engineering,6156,Computer Science
617524510,Computer Engineering,6175,Computer Science
617524590L,Computer Engineering,6175,Computer Science
617724510,Computer Engineering,6177,Computer Science
617824510,Computer Engineering,6178,Computer Science
617924510,Computer Engineering,6179,Computer Science
618224510,Computer Engineering,6182,Computer Science
618324510,Computer Engineering,6183,Computer Science
618424510,Computer Engineering,6184,Computer Science
618524510,Computer Engineering,6185,Computer Science
618724510,Computer Engineering,6187,Computer Science
620324510,Computer Engineering,6203,Computer Science
620624510,Computer Engineering,6206,Computer Science
620724510,Computer Engineering,6207,Computer Science
621424510,Computer Engineering,6214,Computer Science
627124510,Computer Engineering,6271,Computer Science
627224510,Computer Engineering,6272,Computer Science
627324510,Computer Engineering,6273,Computer Science
627424510,Computer Engineering,6274,Computer Science
627524510,Computer Engineering,6275,Computer Science
627624550F,Computer Engineering,6276,Computer Science
627824510,Computer Engineering,6278,Computer Science
628124510,Computer Engineering,6281,Computer Science
628224510,Computer Engineering,6282,Computer Science
628424510,Computer Engineering,6284,Computer Science
628524550F,Computer Engineering,6285,Computer Science
629824510,Computer Engineering,6298,Computer Science
630724510,Computer Engineering,6307,Computer Science
630824510,Computer Engineering,6308,Computer Science
631024510,Computer Engineering,6310,Computer Science
631124510,Computer Engineering,6311,Computer Science
631324510,Computer Engineering,6313,Computer Science
631924510,Computer Engineering,6319,Computer Science
632024510,Computer Engineering,6320,Computer Science
632224510,Computer Engineering,6322,Computer Science
632424510,Computer Engineering,6324,Computer Science
632524510,Computer Engineering,6325,Computer Science
644424510,Computer Engineering,6444,Computer Science
660924510,Computer Engineering,6609,Computer Science
662224510,Computer Engineering,6622,Computer Science
662824510,Computer Engineering,6628,Computer Science
663224510,Computer Engineering,6632,Computer Science
663424510,Computer Engineering,6634,Computer Science
663524510,Computer Engineering,6635,Computer Science
664424510,Computer Engineering,6644,Computer Science
664924510,Computer Engineering,6649,Computer Science
673224510,Computer Engineering,6732,Computer Science
675424510,Computer Engineering,6754,Computer Science
675524510,Computer Engineering,6755,Computer Science
675824510,Computer Engineering,6758,Computer Science
675924510,Computer Engineering,6759,Computer Science
676624510,Computer Engineering,6766,Computer Science
676724510,Computer Engineering,6767,Computer Science
676824510,Computer Engineering,6768,Computer Science
676924510,Computer Engineering,6769,Computer Science
677024510,Computer Engineering,6770,Computer Science
677124510,Computer Engineering,6771,Computer Science
677224510,Computer Engineering,6772,Computer Science
679424510,Computer Engineering,6794,Computer Science
679524510,Computer Engineering,6795,Computer Science
679624510,Computer Engineering,6796,Computer Science
679924510,Computer Engineering,6799,Computer Science
680824510,Computer Engineering,6808,Computer Science
681524510,Computer Engineering,6815,Computer Science
682224510,Computer Engineering,6822,Computer Science
683424510,Computer Engineering,6834,Computer Science
699124510,Computer Engineering,6991,Computer Science
1612124510,Computer Engineering,16121,Computer Science
614692710,Computer Engineering (Software Engineering),6146,Computer Science
627392710,Computer Engineering (Software Engineering),6273,Computer Science
266656610,Computer Science,2666,Computer Science
320656610,Computer Science,3206,Computer Science
510956610,Computer Science,5109,Computer Science
662256610,Computer Science,6622,Computer Science
699156610,Computer Science,6991,Computer Science
417426210,Computer Science and Business Systems,4174,Computer Science
614126210,Computer Science and Business Systems,6141,Computer Science
626726210,Computer Science and Business Systems,6267,Computer Science
626826210,Computer Science and Business Systems,6268,Computer Science
1612626210,Computer Science and Business Systems,16126,Computer Science
211325710,Computer Science and Design,2113,Computer Science
347125710,Computer Science and Design,3471,Computer Science
416725710,Computer Science and Design,4167,Computer Science
512125710,Computer Science and Design,5121,Computer Science
516125710,Computer Science and Design,5161,Computer Science
524425710,Computer Science and Design,5244,Computer Science
632525710,Computer Science and Design,6325,Computer Science
100224210,Computer Science and Engineering,1002,Computer Science
110124210,Computer Science and Engineering,1101,Computer Science
110524210,Computer Science and Engineering,1105,Computer Science
110724210,Computer Science and Engineering,1107,Computer Science
111424210,Computer Science and Engineering,1114,Computer Science
111624210,Computer Science and Engineering,1116,Computer Science
111724210,Computer Science and Engineering,1117,Computer Science
111924210,Computer Science and Engineering,1119,Computer Science
112024210,Computer Science and Engineering,1120,Computer Science
112124210,Computer Science and Engineering,1121,Computer Science
112324210,Computer Science and Engineering,1123,Computer Science
112524210,Computer Science and Engineering,1125,Computer Science
112624210,Computer Science and Engineering,1126,Computer Science
112824210,Computer Science and Engineering,1128,Computer Science
113024210,Computer Science and Engineering,1130,Computer Science
118024210,Computer Science and Engineering,1180,Computer Science
118224210,Computer Science and Engineering,1182,Computer Science
126524210,Computer Science and Engineering,1265,Computer Science
126824210,Computer Science and Engineering,1268,Computer Science
200824210,Computer Science and Engineering,2008,Computer Science
202024210,Computer Science and Engineering,2020,Computer Science
211124210,Computer Science and Engineering,2111,Computer Science
211224210,Computer Science and Engineering,2112,Computer Science
211324210,Computer Science and Engineering,2113,Computer Science
211424210,Computer Science and Engineering,2114,Computer Science
211624210,Computer Science and Engineering,2116,Computer Science
212724210,Computer Science and Engineering,2127,Computer Science
212924210,Computer Science and Engineering,2129,Computer Science
213024210,Computer Science and Engineering,2130,Computer Science
213124210,Computer Science and Engineering,2131,Computer Science
213324210,Computer Science and Engineering,2133,Computer Science
213424210,Computer Science and Engineering,2134,Computer Science
213524210,Computer Science and Engineering,2135,Computer Science
213624210,Computer Science and Engineering,2136,Computer Science
213724210,Computer Science and Engineering,2137,Computer Science
213824210,Computer Science and Engineering,2138,Computer Science
214624210,Computer Science and Engineering,2146,Computer Science
225024210,Computer Science and Engineering,2250,Computer Science
225224210,Computer Science and Engineering,2252,Computer Science
251624210,Computer Science and Engineering,2516,Computer Science
253324210,Computer Science and Engineering,2533,Computer Science
264124210,Computer Science and Engineering,2641,Computer Science
266624210,Computer Science and Engineering,2666,Computer Science
302524270U,Computer Science and Engineering,3025,Computer Science
303390510,Computer Science and Engineering,3033,Computer Science
303390513K,Computer Science and Engineering,3033,Computer Science
318424210,Computer Science and Engineering,3184,Computer Science
319824210,Computer Science and Engineering,3198,Computer Science
321524210,Computer Science and Engineering,3215,Computer Science
346524210,Computer Science and Engineering,3465,Computer Science
347024210,Computer Science and Engineering,3470,Computer Science
400424210,Computer Science and Engineering,4004,Computer Science
402524210,Computer Science and Engineering,4025,Computer Science
411624210,Computer Science and Engineering,4116,Computer Science
412324210,Computer Science and Engineering,4123,Computer Science
413324210,Computer Science and Engineering,4133,Computer Science
413424210,Computer Science and Engineering,4134,Computer Science
413524210,Computer Science and Engineering,4135,Computer Science
413624210,Computer Science and Engineering,4136,Computer Science
413724210,Computer Science and Engineering,4137,Computer Science
413824210,Computer Science and Engineering,4138,Computer Science
413924210,Computer Science and Engineering,4139,Computer Science
414224210,Computer Science and Engineering,4142,Computer Science
414424210,Computer Science and Engineering,4144,Computer Science
414524210,Computer Science and Engineering,4145,Computer Science
414724210,Computer Science and Engineering,4147,Computer Science
415124210,Computer Science and Engineering,4151,Computer Science
416324210,Computer Science and Engineering,4163,Computer Science
416724210,Computer Science and Engineering,4167,Computer Science
417224210,Computer Science and Engineering,4172,Computer Science
417524210,Computer Science and Engineering,4175,Computer Science
417724210,Computer Science and Engineering,4177,Computer Science
418824210,Computer Science and Engineering,4188,Computer Science
419024210,Computer Science and Engineering,4190,Computer Science
419224210,Computer Science and Engineering,4192,Computer Science
419324210,Computer Science and Engineering,4193,Computer Science
419624210,Computer Science and Engineering,4196,Computer Science
419724210,Computer Science and Engineering,4197,Computer Science
464824210,Computer Science and Engineering,4648,Computer Science
467924210,Computer Science and Engineering,4679,Computer Science
515224210,Computer Science and Engineering,5152,Computer Science
517024210,Computer Science and Engineering,5170,Computer Science
538124210,Computer Science and Engineering,5381,Computer Science
600724210,Computer Science and Engineering,6007,Computer Science
600724270U,Computer Science and Engineering,6007,Computer Science
603624210,Computer Science and Engineering,6036,Computer Science
621724210,Computer Science and Engineering,6217,Computer Science
621924210,Computer Science and Engineering,6219,Computer Science
622024210,Computer Science and Engineering,6220,Computer Science
622224210,Computer Science and Engineering,6222,Computer Science
622324210,Computer Science and Engineering,6223,Computer Science
625024210,Computer Science and Engineering,6250,Computer Science
626524210,Computer Science and Engineering,6265,Computer Science
626724210,Computer Science and Engineering,6267,Computer Science
626824210,Computer Science and Engineering,6268,Computer Science
626924210,Computer Science and Engineering,6269,Computer Science
627024210,Computer Science and Engineering,6270,Computer Science
627724210,Computer Science and Engineering,6277,Computer Science
628324210,Computer Science and Engineering,6283,Computer Science
628824210,Computer Science and Engineering,6288,Computer Science
629324210,Computer Science and Engineering,6293,Computer Science
630324210,Computer Science and Engineering,6303,Computer Science
630424210,Computer Science and Engineering,6304,Computer Science
630524210,Computer Science and Engineering,6305,Computer Science
631024210,Computer Science and Engineering,6310,Computer Science
631524210,Computer Science and Engineering,6315,Computer Science
631724210,Computer Science and Engineering,6317,Computer Science
631824210,Computer Science and Engineering,6318,Computer Science
632124210,Computer Science and Engineering,6321,Computer Science
632624210,Computer Science and Engineering,6326,Computer Science
640224210,Computer Science and Engineering,6402,Computer Science
646624210,Computer Science and Engineering,6466,Computer Science
646824210,Computer Science and Engineering,6468,Computer Science
654524210,Computer Science and Engineering,6545,Computer Science
664024210,Computer Science and Engineering,6640,Computer Science
664324210,Computer Science and Engineering,6643,Computer Science
671424210,Computer Science and Engineering,6714,Computer Science
675624210,Computer Science and Engineering,6756,Computer Science
675724210,Computer Science and Engineering,6757,Computer Science
676224210,Computer Science and Engineering,6762,Computer Science
678024210,Computer Science and Engineering,6780,Computer Science
678124210,Computer Science and Engineering,6781,Computer Science
678224210,Computer Science and Engineering,6782,Computer Science
679724210,Computer Science and Engineering,6797,Computer Science
679924210,Computer Science and Engineering,6799,Computer Science
680324210,Computer Science and Engineering,6803,Computer Science
681124210,Computer Science and Engineering,6811,Computer Science
683924210,Computer Science and Engineering,6839,Computer Science
687824210,Computer Science and Engineering,6878,Computer Science
690124210,Computer Science and Engineering,6901,Computer Science
693824250F,Computer Science and Engineering,6938,Computer Science
1600624210,Computer Science and Engineering,16006,Computer Science
1612624210,Computer Science and Engineering,16126,Computer Science
626992510,Computer Science and Engineering (Artificial Intelligence and Data Science),6269,Artificial Intelligence
693892550F,Computer Science and Engineering (Artificial Intelligence and Data Science),6938,Artificial Intelligence
411691310,Computer Science and Engineering (Artificial Intelligence),4116,Artificial Intelligence
515291310,Computer Science and Engineering (Artificial Intelligence),5152,Artificial Intelligence
615591310,Computer Science and Engineering (Artificial Intelligence),6155,Artificial Intelligence
627391310,Computer Science and Engineering (Artificial Intelligence),6273,Artificial Intelligence
631091310,Computer Science and Engineering (Artificial Intelligence),6310,Artificial Intelligence
411626010,Computer Science and Engineering (Cyber Security),4116,Cyber Security
417426010,Computer Science and Engineering (Cyber Security),4174,Cyber Security
615526010,Computer Science and Engineering (Cyber Security),6155,Cyber Security
675726010,Computer Science and Engineering (Cyber Security),6757,Cyber Security
314692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3146,Cyber Security
318392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3183,Cyber Security
319292010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3192,Cyber Security
319692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3196,Cyber Security
319992010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3199,Cyber Security
321192010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3211,Cyber Security
321492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3214,Cyber Security
322492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3224,Cyber Security
335392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3353,Cyber Security
344592010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,3445,Cyber Security
627392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,6273,Cyber Security
628392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,6283,Cyber Security
110526710,Computer Science and Engineering (IoT),1105,Internet of Things (IoT)
411626710,Computer Science and Engineering (IoT),4116,Internet of Things (IoT)
416726710,Computer Science and Engineering (IoT),4167,Internet of Things (IoT)
110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),1107,Artificial Intelligence
211291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),2112,Artificial Intelligence
211491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),2114,Artificial Intelligence
211691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),2116,Artificial Intelligence
212991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),2129,Artificial Intelligence
213591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),2135,Artificial Intelligence
302591170U,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3025,Artificial Intelligence
314391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3143,Artificial Intelligence
315491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3154,Artificial Intelligence
317591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3175,Artificial Intelligence
318391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3183,Artificial Intelligence
318891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3188,Artificial Intelligence
319291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3192,Artificial Intelligence
319691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3196,Artificial Intelligence
320091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3200,Artificial Intelligence
320691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3206,Artificial Intelligence
321691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3216,Artificial Intelligence
321991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3219,Artificial Intelligence
322191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3221,Artificial Intelligence
322291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3222,Artificial Intelligence
322491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3224,Artificial Intelligence
335191110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3351,Artificial Intelligence
343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3436,Artificial Intelligence
343991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3439,Artificial Intelligence
346791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3467,Artificial Intelligence
347591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3475,Artificial Intelligence
354691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),3546,Artificial Intelligence
411691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4116,Artificial Intelligence
413791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4137,Artificial Intelligence
413991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4139,Artificial Intelligence
416791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4167,Artificial Intelligence
419291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4192,Artificial Intelligence
419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),4193,Artificial Intelligence
515291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),5152,Artificial Intelligence
614691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6146,Artificial Intelligence
615591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6155,Artificial Intelligence
617591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6175,Artificial Intelligence
621491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6214,Artificial Intelligence
622291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6222,Artificial Intelligence
625091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6250,Artificial Intelligence
626791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6267,Artificial Intelligence
627391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6273,Artificial Intelligence
628891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6288,Artificial Intelligence
640291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6402,Artificial Intelligence
646891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6468,Artificial Intelligence
664491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6644,Artificial Intelligence
687891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),6878,Artificial Intelligence
317691010,Computer Science and Engineering(Cyber Security),3176,Cyber Security
320091010,Computer Science and Engineering(Cyber Security),3200,Cyber Security
414291010,Computer Science and Engineering(Cyber Security),4142,Cyber Security
419691010,Computer Science and Engineering(Cyber Security),4196,Cyber Security
112891210,Computer Science and Engineering(Data Science),1128,Data Science
211291210,Computer Science and Engineering(Data Science),2112,Data Science
213491210,Computer Science and Engineering(Data Science),2134,Data Science
213691210,Computer Science and Engineering(Data Science),2136,Data Science
315491210,Computer Science and Engineering(Data Science),3154,Data Science
317591210,Computer Science and Engineering(Data Science),3175,Data Science
319491210,Computer Science and Engineering(Data Science),3194,Data Science
319691210,Computer Science and Engineering(Data Science),3196,Data Science
319991210,Computer Science and Engineering(Data Science),3199,Data Science
321891210,Computer Science and Engineering(Data Science),3218,Data Science
335191210,Computer Science and Engineering(Data Science),3351,Data Science
343991210,Computer Science and Engineering(Data Science),3439,Data Science
347591210,Computer Science and Engineering(Data Science),3475,Data Science
413491210,Computer Science and Engineering(Data Science),4134,Data Science
413791210,Computer Science and Engineering(Data Science),4137,Data Science
413891210,Computer Science and Engineering(Data Science),4138,Data Science
415191210,Computer Science and Engineering(Data Science),4151,Data Science
416391210,Computer Science and Engineering(Data Science),4163,Data Science
417491210,Computer Science and Engineering(Data Science),4174,Data Science
419391210,Computer Science and Engineering(Data Science),4193,Data Science
419691210,Computer Science and Engineering(Data Science),4196,Data Science
461391210,Computer Science and Engineering(Data Science),4613,Data Science
510691210,Computer Science and Engineering(Data Science),5106,Data Science
515291210,Computer Science and Engineering(Data Science),5152,Data Science
517091210,Computer Science and Engineering(Data Science),5170,Data Science
517291210,Computer Science and Engineering(Data Science),5172,Data Science
612291210,Computer Science and Engineering(Data Science),6122,Data Science
614691210,Computer Science and Engineering(Data Science),6146,Data Science
615591210,Computer Science and Engineering(Data Science),6155,Data Science
625091210,Computer Science and Engineering(Data Science),6250,Data Science
627391210,Computer Science and Engineering(Data Science),6273,Data Science
663591210,Computer Science and Engineering(Data Science),6635,Data Science
676791210,Computer Science and Engineering(Data Science),6767,Data Science
678091210,Computer Science and Engineering(Data Science),6780,Data Science
683991210,Computer Science and Engineering(Data Science),6839,Data Science
335156810,Computer Science and Information Technology,3351,Computer Science
621456810,Computer Science and Information Technology,6214,Computer Science
303525450F,Computer Science and Technology,3035,Computer Science
602825410,Computer Science and Technology,6028,Computer Science
410425110,Computer Technology,4104,Computer Science
412325110,Computer Technology,4123,Computer Science
416725110,Computer Technology,4167,Computer Science
536525110,Computer Technology,5365,Computer Science
314825210,Cyber Security,3148,Cyber Security
322025210,Cyber Security,3220,Cyber Security
1612625210,Cyber Security,16126,Cyber Security
346092410,Data Engineering,3460,Data Science
303591750F,Data Science,3035,Data Science
314791710,Data Science,3147,Data Science
411691710,Data Science,4116,Data Science
414291710,Data Science,4142,Data Science
544991710,Data Science,5449,Data Science
549791710,Data Science,5497,Data Science
303651110,Dyestuff Technology,3036,Chemical Engineering
322192610,Electrical and Computer Engineering,3221,Electrical Engineering
322392610,Electrical and Computer Engineering,3223,Electrical Engineering
343992610,Electrical and Computer Engineering,3439,Electrical Engineering
626992610,Electrical and Computer Engineering,6269,Electrical Engineering
630492610,Electrical and Computer Engineering,6304,Electrical Engineering
687892610,Electrical and Computer Engineering,6878,Electrical Engineering
213729710,Electrical and Electronics Engineering,2137,Electrical Engineering
214629710,Electrical and Electronics Engineering,2146,Electrical Engineering
225229710,Electrical and Electronics Engineering,2252,Electrical Engineering
251629710,Electrical and Electronics Engineering,2516,Electrical Engineering
110135610,Electrical Engg[Electronics and Power],1101,Electrical Engineering
111735610,Electrical Engg[Electronics and Power],1117,Electrical Engineering
113035610,Electrical Engg[Electronics and Power],1130,Electrical Engineering
126535610,Electrical Engg[Electronics and Power],1265,Electrical Engineering
126835610,Electrical Engg[Electronics and Power],1268,Electrical Engineering
327735610,Electrical Engg[Electronics and Power],3277,Electrical Engineering
416735610,Electrical Engg[Electronics and Power],4167,Electrical Engineering
419235610,Electrical Engg[Electronics and Power],4192,Electrical Engineering
100229310,Electrical Engineering,1002,Electrical Engineering
101229310,Electrical Engineering,1012,Electrical Engineering
110729310,Electrical Engineering,1107,Electrical Engineering
112029310,Electrical Engineering,1120,Electrical Engineering
112529310,Electrical Engineering,1125,Electrical Engineering
112629310,Electrical Engineering,1126,Electrical Engineering
112729310,Electrical Engineering,1127,Electrical Engineering
112829310,Electrical Engineering,1128,Electrical Engineering
118029310,Electrical Engineering,1180,Electrical Engineering
118229310,Electrical Engineering,1182,Electrical Engineering
127629310,Electrical Engineering,1276,Electrical Engineering
200829310,Electrical Engineering,2008,Electrical Engineering
202029310,Electrical Engineering,2020,Electrical Engineering
211129310,Electrical Engineering,2111,Electrical Engineering
211229310,Electrical Engineering,2112,Electrical Engineering
211329310,Electrical Engineering,2113,Electrical Engineering
211629310,Electrical Engineering,2116,Electrical Engineering
212929310,Electrical Engineering,2129,Electrical Engineering
213329310,Electrical Engineering,2133,Electrical Engineering
213429310,Electrical Engineering,2134,Electrical Engineering
213629310,Electrical Engineering,2136,Electrical Engineering
213829310,Electrical Engineering,2138,Electrical Engineering
225029310,Electrical Engineering,2250,Electrical Engineering
225429310,Electrical Engineering,2254,Electrical Engineering
228229310,Electrical Engineering,2282,Electrical Engineering
250829310,Electrical Engineering,2508,Electrical Engineering
253329310,Electrical Engineering,2533,Electrical Engineering
264129310,Electrical Engineering,2641,Electrical Engineering
301229310,Electrical Engineering,3012,Electrical Engineering
301429310,Electrical Engineering,3014,Electrical Engineering
303329310,Electrical Engineering,3033,Electrical Engineering
303329313K,Electrical Engineering,3033,Electrical Engineering
304229310,Electrical Engineering,3042,Electrical Engineering
314629310,Electrical Engineering,3146,Electrical Engineering
314729310,Electrical Engineering,3147,Electrical Engineering
317529310,Electrical Engineering,3175,Electrical Engineering
319229310,Electrical Engineering,3192,Electrical Engineering
319629310,Electrical Engineering,3196,Electrical Engineering
319729310,Electrical Engineering,3197,Electrical Engineering
320029310,Electrical Engineering,3200,Electrical Engineering
320329310,Electrical Engineering,3203,Electrical Engineering
320429310,Electrical Engineering,3204,Electrical Engineering
320629310,Electrical Engineering,3206,Electrical Engineering
321929310,Electrical Engineering,3219,Electrical Engineering
322229310,Electrical Engineering,3222,Electrical Engineering
325729310,Electrical Engineering,3257,Electrical Engineering
335329310,Electrical Engineering,3353,Electrical Engineering
343629310,Electrical Engineering,3436,Electrical Engineering
346229310,Electrical Engineering,3462,Electrical Engineering
346529310,Electrical Engineering,3465,Electrical Engineering
346729310,Electrical Engineering,3467,Electrical Engineering
347029310,Electrical Engineering,3470,Electrical Engineering
350329310,Electrical Engineering,3503,Electrical Engineering
354629310,Electrical Engineering,3546,Electrical Engineering
400429310,Electrical Engineering,4004,Electrical Engineering
402529310,Electrical Engineering,4025,Electrical Engineering
410429310,Electrical Engineering,4104,Electrical Engineering
411629310,Electrical Engineering,4116,Electrical Engineering
411829310,Electrical Engineering,4118,Electrical Engineering
412329310,Electrical Engineering,4123,Electrical Engineering
413329310,Electrical Engineering,4133,Electrical Engineering
413429310,Electrical Engineering,4134,Electrical Engineering
413529310,Electrical Engineering,4135,Electrical Engineering
413629310,Electrical Engineering,4136,Electrical Engineering
413729310,Electrical Engineering,4137,Electrical Engineering
413829310,Electrical Engineering,4138,Electrical Engineering
413929310,Electrical Engineering,4139,Electrical Engineering
414229310,Electrical Engineering,4142,Electrical Engineering
414329310,Electrical Engineering,4143,Electrical Engineering
414429310,Electrical Engineering,4144,Electrical Engineering
414529310,Electrical Engineering,4145,Electrical Engineering
414729310,Electrical Engineering,4147,Electrical Engineering
