Branch_Code,Category,2020,2021,2022,2023,2024,Predicted_2024_RF
100219110,DEFOBCS,,,,,124882.0,124882.0
100219110,DEFOPENS,35039.0,46444.0,88218.0,114710.0,88930.0,94475.44
100219110,DEFROBCS,36639.0,71028.0,98060.0,,,87149.67
100219110,DEFRSEBCS,,,,,120638.0,120638.0
100219110,EWS,14097.0,26147.0,52672.0,51497.0,90204.0,76618.87
100219110,GNT1S,17926.0,23850.0,41586.0,55202.0,34281.0,39813.98
100219110,GNT2S,22831.0,23704.0,51711.0,47207.0,41658.0,43389.88
100219110,GNT3S,14822.0,44825.0,49334.0,58799.0,35923.0,42758.81
100219110,GOBCS,14638.0,25843.0,46967.0,55212.0,42649.0,45755.89
100219110,GOPENS,12517.0,21750.0,40678.0,45820.0,34240.0,37335.86
100219110,GSCS,22798.0,32144.0,55830.0,54803.0,62739.0,59659.47
100219110,GSEBCS,,,,,69130.0,69130.0
100219110,GSTS,48088.0,49581.0,86718.0,85528.0,91124.0,88585.72
100219110,GVJS,17483.0,30806.0,45691.0,53198.0,54224.0,52901.83
100219110,LNT1S,,68369.0,,71604.0,,70762.9
100219110,LNT2S,22621.0,47003.0,72814.0,59895.0,80230.0,73962.59
100219110,LNT3S,,,,85506.0,,85506.0
100219110,LOBCS,18303.0,23336.0,41709.0,50933.0,47396.0,47400.96
100219110,LOPENS,14417.0,22019.0,30535.0,39555.0,35071.0,35613.44
100219110,LSCS,25506.0,27275.0,50420.0,58069.0,47557.0,49979.77
100219110,LSEBCS,,,,,112136.0,112136.0
100219110,LSTS,40879.0,57303.0,79098.0,81275.0,89332.0,85960.79
100219110,LVJS,17255.0,33671.0,40679.0,55889.0,54046.0,53163.56
100219110,PWDOBCS,,,,,153595.0,153595.0
100219110,PWDOPENS,,62892.0,,66222.0,115494.0,98575.02
100219110,PWDROBCS,,,,,155782.0,155782.0
100219110,TFWS,9631.0,16897.0,19635.0,25437.0,41891.0,35719.7
100224210,DEFOBCS,,,,,36001.0,36001.0
100224210,DEFOPENS,12165.0,11104.0,15876.0,14766.0,27598.0,23239.58
100224210,DEFROBCS,16708.0,23851.0,,16792.0,31634.0,27823.95
100224210,DEFRSCS,,,23301.0,,,23301.0
100224210,EWS,5821.0,5378.0,7872.0,10297.0,13851.0,12374.51
100224210,GNT1S,7607.0,9216.0,7766.0,13430.0,16746.0,15137.8
100224210,GNT2S,8402.0,5013.0,9524.0,10052.0,16443.0,14132.32
100224210,GNT3S,9385.0,10315.0,10818.0,15513.0,,14116.24
100224210,GOBCS,4671.0,5452.0,6904.0,7626.0,8931.0,8393.28
100224210,GOPENS,4109.0,4731.0,6412.0,6839.0,7872.0,7448.73
100224210,GSCS,10315.0,8734.0,9920.0,14995.0,17571.0,16214.69
100224210,GSEBCS,,,,,15942.0,15942.0
100224210,GSTS,32442.0,32517.0,41139.0,42063.0,56026.0,51022.98
100224210,GVJS,13537.0,16689.0,17056.0,10351.0,17052.0,15369.77
100224210,LNT1S,13863.0,8590.0,7378.0,,20457.0,16748.93
100224210,LNT2S,7216.0,15015.0,14019.0,,,13967.69
100224210,LNT3S,,,,,23863.0,23863.0
100224210,LOBCS,4383.0,5729.0,6218.0,8159.0,9823.0,9072.77
100224210,LOPENS,3952.0,4280.0,4603.0,7359.0,9308.0,8390.84
100224210,LSCS,12391.0,13443.0,8998.0,18093.0,15485.0,15642.07
100224210,LSEBCS,,,,,15409.0,15409.0
100224210,LSTS,33669.0,24468.0,32400.0,46043.0,45930.0,44581.91
100224210,LVJS,,13177.0,15893.0,,,15186.84
100224210,ORPHAN,,,,,40407.0,40407.0
100224210,PWDOBCS,,,,,49777.0,49777.0
100224210,PWDOPENS,36709.0,27025.0,79110.0,41373.0,33711.0,38670.71
100224210,PWDROBCS,,42953.0,79305.0,45737.0,,55332.52
100224210,PWDRSCS,38936.0,,,,46875.0,44810.86
100224210,TFWS,3662.0,3541.0,4763.0,6790.0,5518.0,5743.61
100224610,DEFOBCS,,,,,51336.0,51336.0
100224610,DEFOPENS,19427.0,22103.0,24544.0,30013.0,33941.0,32064.45
100224610,DEFRNT1S,,,,,37872.0,37872.0
100224610,DEFROBCS,20732.0,24845.0,28236.0,30456.0,,29574.83
100224610,EWS,7351.0,8743.0,9683.0,12526.0,18299.0,16061.51
100224610,GNT1S,10163.0,12800.0,9228.0,16268.0,22548.0,19850.64
100224610,GNT2S,11149.0,10065.0,9942.0,12552.0,18106.0,15985.2
100224610,GNT3S,,13598.0,20505.0,16999.0,17692.0,17736.45
100224610,GOBCS,6851.0,7557.0,8735.0,11044.0,12727.0,11923.41
100224610,GOPENS,6194.0,6919.0,8456.0,10303.0,12001.0,11226.71
100224610,GSCS,16108.0,15257.0,13932.0,18667.0,22810.0,21001.73
100224610,GSEBCS,,,,,18460.0,18460.0
100224610,GSTS,38361.0,44970.0,44445.0,43516.0,57428.0,52792.03
100224610,GVJS,13931.0,22403.0,16510.0,23597.0,22090.0,22082.41
100224610,LNT1S,,17143.0,21744.0,16115.0,,17798.81
100224610,LNT2S,,17062.0,17754.0,12233.0,20674.0,18612.58
100224610,LNT3S,26192.0,,,,,26192.0
100224610,LOBCS,7926.0,8290.0,9179.0,10354.0,12683.0,11767.61
100224610,LOPENS,6948.0,7932.0,8400.0,9567.0,11632.0,10815.51
100224610,LSCS,15699.0,17620.0,14435.0,21001.0,22774.0,21643.94
100224610,LSEBCS,,,,,19600.0,19600.0
100224610,LSTS,28410.0,38033.0,31172.0,55122.0,62455.0,57943.5
100224610,LVJS,28682.0,28406.0,,,,28477.76
100224610,ORPHAN,,,,,100069.0,100069.0
100224610,PWDOBCS,,,,,109674.0,109674.0
100224610,PWDOPENS,,62864.0,80636.0,66253.0,84120.0,79945.38
100224610,PWDROBCS,,62924.0,93664.0,,,85671.6
100224610,PWDRSCS,,,,71173.0,87457.0,83223.16
100224610,TFWS,5502.0,5980.0,7435.0,9138.0,9964.0,9500.79
100229310,DEFOBCS,,,,,164128.0,164128.0
100229310,DEFOPENS,48882.0,38413.0,78548.0,92685.0,48986.0,61768.63
100229310,DEFROBCS,,45518.0,110745.0,,82621.0,88921.81
100229310,DEFRSCS,66643.0,,,,,66643.0
100229310,EWS,13448.0,24661.0,35192.0,37774.0,49718.0,45214.04
100229310,GNT1S,23935.0,34210.0,27089.0,42146.0,,38277.94
100229310,GNT2S,16140.0,20292.0,36467.0,47720.0,43440.0,43558.93
100229310,GNT3S,33764.0,58257.0,39928.0,,64967.0,58988.72
100229310,GOBCS,15448.0,21196.0,30649.0,34759.0,30164.0,31167.34
100229310,GOPENS,13652.0,18371.0,26610.0,31193.0,28736.0,28994.13
100229310,GSCS,20262.0,31678.0,35923.0,45777.0,42636.0,42732.18
100229310,GSEBCS,,,,,47938.0,47938.0
100229310,GSTS,58904.0,42891.0,80097.0,92626.0,109844.0,102118.15
100229310,GVJS,19003.0,40873.0,48372.0,39357.0,40155.0,40545.05
100229310,LNT1S,16635.0,40853.0,,,34017.0,35130.34
100229310,LNT2S,24621.0,32862.0,28122.0,,,29321.55
100229310,LNT3S,,,,87211.0,,87211.0
100229310,LOBCS,16892.0,22983.0,25800.0,31414.0,30050.0,29952.16
100229310,LOPENS,15527.0,19487.0,26549.0,26636.0,25978.0,26052.65
100229310,LSCS,20627.0,23172.0,29692.0,34812.0,50448.0,44540.56
100229310,LSEBCS,,,,,61280.0,61280.0
100229310,LSTS,22693.0,31032.0,48168.0,121868.0,107619.0,105487.94
100229310,LVJS,,62714.0,40479.0,32994.0,43053.0,40659.84
100229310,ORPHAN,,,,,80761.0,80761.0
100229310,PWDOBCS,,,,,153875.0,153875.0
100229310,PWDOPENS,,82209.0,54377.0,,126496.0,103367.14
100229310,PWDRSCS,,89352.0,,,,89352.0
100229310,TFWS,9912.0,15892.0,18803.0,24140.0,27443.0,25781.43
100237210,DEFOBCS,,,,,63680.0,63680.0
100237210,DEFOPENS,28266.0,31468.0,30393.0,50151.0,21433.0,29440.4
100237210,DEFROBCS,,,41669.0,62434.0,56268.0,57326.19
100237210,DEFRSCS,53649.0,63913.0,,,,61244.36
100237210,EWS,10882.0,12824.0,16352.0,20602.0,23715.0,22203.52
100237210,GNT1S,14870.0,19500.0,20509.0,17854.0,24939.0,22748.87
100237210,GNT2S,13855.0,14001.0,19466.0,21528.0,22199.0,21675.98
100237210,GNT3S,28497.0,14878.0,26282.0,30062.0,31829.0,30659.94
100237210,GOBCS,11529.0,13381.0,15967.0,17589.0,18536.0,18016.32
100237210,GOPENS,10626.0,11873.0,15492.0,16356.0,17552.0,16995.22
100237210,GSCS,21248.0,22400.0,22933.0,27969.0,32759.0,30666.5
100237210,GSEBCS,,,,,23887.0,23887.0
100237210,GSTS,56884.0,68170.0,64864.0,89313.0,76500.0,78722.13
100237210,GVJS,32694.0,23750.0,28519.0,30699.0,33193.0,32053.46
100237210,LNT1S,,18397.0,20321.0,,,19820.76
100237210,LNT2S,,39233.0,27605.0,22022.0,32583.0,29911.12
100237210,LOBCS,13435.0,12636.0,13964.0,16887.0,17050.0,16704.95
100237210,LOPENS,11257.0,11592.0,14248.0,14555.0,15100.0,14833.95
100237210,LSCS,26749.0,18592.0,22745.0,25655.0,29378.0,27767.22
100237210,LSEBCS,,,,,25005.0,25005.0
100237210,LSTS,50427.0,65264.0,102922.0,81186.0,122393.0,109585.7
100237210,LVJS,19954.0,48989.0,44740.0,41670.0,50918.0,48134.96
100237210,PWDOBCS,,,,,164763.0,164763.0
100237210,PWDOPENS,,,100795.0,129864.0,136974.0,133103.15
100237210,PWDROBCS,,,104414.0,,,104414.0
100237210,TFWS,9087.0,8906.0,11631.0,14528.0,14636.0,14284.05
100246610,DEFOPENS,,,113852.0,,,113852.0
100246610,EWS,18097.0,41599.0,51690.0,51922.0,55129.0,53815.92
100246610,GNT1S,,83386.0,,,55013.0,62389.98
100246610,GNT2S,,47051.0,74875.0,64948.0,48697.0,54104.68
100246610,GNT3S,28873.0,,,,,28873.0
100246610,GOBCS,22155.0,42004.0,52428.0,60742.0,49279.0,52219.68
100246610,GOPENS,21366.0,35736.0,49414.0,52017.0,40780.0,44092.75
100246610,GSCS,41215.0,46114.0,65659.0,70454.0,76436.0,73579.67
100246610,GSEBCS,,,,,98636.0,98636.0
100246610,GSTS,,,112169.0,113354.0,153584.0,139846.55
100246610,GVJS,82782.0,70900.0,,110749.0,52977.0,66941.45
100246610,LNT1S,,,,73493.0,,73493.0
100246610,LNT2S,28439.0,,,,,28439.0
100246610,LNT3S,,,,,155962.0,155962.0
100246610,LOBCS,21611.0,38019.0,48202.0,60133.0,48233.0,51001.55
100246610,LOPENS,21097.0,33732.0,46383.0,49557.0,47564.0,47702.94
100246610,LSCS,44474.0,41257.0,64077.0,73669.0,73240.0,72066.18
100246610,LSEBCS,,,,,51737.0,51737.0
100246610,LSTS,,,,108341.0,,108341.0
100246610,TFWS,17283.0,27830.0,30615.0,36146.0,38760.0,37317.75
100261210,DEFOBCS,,,,,153674.0,153674.0
100261210,DEFOPENS,29476.0,,64866.0,,115556.0,96551.9
100261210,DEFROBCS,74823.0,,,,129935.0,115605.88
100261210,EWS,14806.0,28658.0,49115.0,42232.0,75778.0,64582.69
100261210,GNT1S,14771.0,58862.0,47757.0,47365.0,59809.0,55835.42
100261210,GNT2S,15415.0,27800.0,43267.0,50166.0,47170.0,47258.39
100261210,GNT3S,,29310.0,63985.0,56879.0,53426.0,54924.79
100261210,GOBCS,12848.0,23781.0,39664.0,43574.0,40001.0,40546.26
100261210,GOPENS,11560.0,21324.0,34421.0,38651.0,37888.0,37504.78
100261210,GSCS,19399.0,33298.0,42806.0,61419.0,60509.0,58953.07
100261210,GSEBCS,,,,,69475.0,69475.0
100261210,GSTS,44560.0,60169.0,109621.0,117713.0,108763.0,110088.68
100261210,GVJS,16552.0,33218.0,48115.0,56910.0,56098.0,55284.59
100261210,LNT1S,57809.0,38673.0,81559.0,,58310.0,62050.19
100261210,LNT2S,,78112.0,54000.0,49939.0,56879.0,55150.67
100261210,LNT3S,56398.0,,,,,56398.0
100261210,LOBCS,24550.0,36518.0,42993.0,55239.0,51638.0,51630.7
100261210,LOPENS,21613.0,34253.0,40195.0,41931.0,41682.0,41491.58
100261210,LSCS,31556.0,39159.0,61058.0,59704.0,61041.0,60270.3
100261210,LSEBCS,,,,,55218.0,55218.0
100261210,LSTS,,66488.0,97556.0,106253.0,135907.0,126698.55
100261210,LVJS,65740.0,74971.0,,72354.0,,72782.23
100261210,PWDOPENS,84117.0,,,,111014.0,104020.78
100261210,TFWS,9353.0,17382.0,21335.0,30370.0,39326.0,35388.75
100550310,EWS,50606.0,73052.0,107964.0,109617.0,62942.0,77964.49
100550310,GNT1H,,,100270.0,131711.0,,123536.34
100550310,GNT2H,,62578.0,,,74203.0,71180.5
100550310,GNT3O,,,,104503.0,,104503.0
100550310,GOBCH,39782.0,53282.0,56723.0,85735.0,38311.0,51755.26
100550310,GOBCO,24968.0,44996.0,57201.0,,,52049.9
100550310,GOPENH,36956.0,52175.0,56459.0,80967.0,29972.0,45018.9
100550310,GOPENO,13415.0,20756.0,41991.0,37258.0,,37144.12
100550310,GSCH,60774.0,53108.0,89272.0,84577.0,32446.0,49869.81
100550310,GSCO,,43647.0,46499.0,49613.0,42792.0,44552.11
100550310,GSEBCH,,,,,95096.0,95096.0
100550310,GSTH,58996.0,85805.0,,,128351.0,112544.91
100550310,GVJH,,,64230.0,141262.0,,121233.68
100550310,GVJO,,,,,97252.0,97252.0
100550310,LOBCH,36676.0,47948.0,46268.0,85239.0,32441.0,46918.53
100550310,LOPENH,23296.0,45880.0,24039.0,76696.0,22742.0,36784.05
100550310,LOPENO,,,,,10194.0,10194.0
100550310,LSCH,43826.0,,,,,43826.0
100550310,LSEBCH,,,,,56660.0,56660.0
100550310,TFWS,17216.0,19231.0,34335.0,63559.0,,54026.76
100551710,EWS,75665.0,94151.0,96766.0,99207.0,109124.0,105480.23
100551710,GOBCH,79418.0,,,127354.0,156930.0,144477.36
100551710,GOBCO,,,,103504.0,99521.0,100556.58
100551710,GOPENH,68673.0,75660.0,113264.0,116850.0,115421.0,114832.04
100551710,GOPENO,22884.0,85643.0,108178.0,,68353.0,78324.8
100551710,GSCH,,,,124862.0,137364.0,134113.48
100551710,GSEBCO,,,,,166677.0,166677.0
100551710,GVJH,,,,,146620.0,146620.0
100551710,LOBCH,,,84752.0,,,84752.0
100551710,LOBCO,64803.0,,,,,64803.0
100551710,LOPENH,37275.0,59996.0,77244.0,73995.0,125003.0,107607.73
100551710,LOPENO,,,,123353.0,,123353.0
100551710,TFWS,33079.0,27453.0,48609.0,,149457.0,118730.16
100552410,EWS,50595.0,,,,,50595.0
100552410,GOBCO,77842.0,,,,,77842.0
100552410,GOPENH,72318.0,,,137370.0,95351.0,106384.86
100552410,GOPENO,56638.0,,,,,56638.0
100552410,LOBCH,67655.0,,,,,67655.0
100552410,LOBCO,,,,,167643.0,167643.0
100552410,LOPENH,57074.0,,,121366.0,164945.0,146913.54
100552410,LOPENO,,,,,162710.0,162710.0
100552410,TFWS,36428.0,,,,,36428.0
100552710,EWS,32415.0,50675.0,115429.0,,96715.0,97609.28
100552710,GNT2H,81008.0,,,,,81008.0
100552710,GNT3H,,,,,35481.0,35481.0
100552710,GOBCH,62765.0,51750.0,103538.0,107265.0,138866.0,126750.47
100552710,GOBCO,22532.0,39019.0,77606.0,86378.0,55275.0,64288.8
100552710,GOPENH,52216.0,94447.0,110078.0,96082.0,99326.0,99170.06
100552710,GOPENO,19278.0,35398.0,47762.0,51738.0,34286.0,39614.56
100552710,GSCH,71404.0,82126.0,76951.0,106203.0,130487.0,119701.26
100552710,GSCO,34069.0,58578.0,110780.0,,,91805.87
100552710,GSTH,,78604.0,,88877.0,,86206.02
100552710,LOBCH,60363.0,45688.0,,,,49503.5
100552710,LOPENH,22306.0,63916.0,89462.0,39830.0,77899.0,68911.5
100552710,LOPENO,26551.0,,,,,26551.0
100552710,LSCH,72356.0,,,91096.0,161824.0,136839.48
100552710,TFWS,29721.0,15845.0,,,42152.0,33901.42
101219110,DEFOPENS,,,,,178396.0,178396.0
101219110,EWS,31008.0,45368.0,97934.0,96525.0,145000.0,127593.99
101219110,GNT1H,48047.0,59375.0,82211.0,,,73880.36
101219110,GNT1O,,59301.0,91336.0,,86358.0,86448.77
101219110,GNT2H,40317.0,59586.0,83614.0,102191.0,106928.0,103164.93
101219110,GNT2O,33849.0,48073.0,101205.0,68148.0,102814.0,92940.05
101219110,GNT3H,52260.0,51243.0,79917.0,117501.0,,104594.46
101219110,GNT3O,,,,,107534.0,107534.0
101219110,GOBCH,34861.0,59168.0,85512.0,86831.0,93496.0,90584.31
101219110,GOBCO,25782.0,49006.0,74172.0,86167.0,82467.0,82142.13
101219110,GOPENH,30191.0,46862.0,72032.0,74562.0,82302.0,78939.3
101219110,GOPENO,23050.0,38808.0,71840.0,59087.0,67451.0,65094.37
101219110,GSCH,47909.0,64438.0,107302.0,101880.0,91294.0,94523.94
101219110,GSCO,23118.0,48037.0,79705.0,82736.0,89341.0,86189.15
101219110,GSEBCO,,,,,126612.0,126612.0
101219110,GSTH,52649.0,93669.0,114482.0,124766.0,143438.0,135747.7
101219110,GSTO,60582.0,71846.0,102216.0,,,91327.0
101219110,GVJH,33405.0,52216.0,85649.0,80305.0,85869.0,83789.54
101219110,GVJO,37397.0,76463.0,75155.0,,,73646.42
101219110,LNT1H,,,,94340.0,80501.0,84099.14
101219110,LNT2H,53070.0,,,,,53070.0
101219110,LOBCH,35873.0,55691.0,80795.0,108125.0,84961.0,89874.98
101219110,LOBCO,29057.0,62816.0,87000.0,87157.0,,85418.59
101219110,LOPENH,30740.0,49747.0,68900.0,82581.0,74345.0,75530.89
101219110,LOPENO,23097.0,40050.0,85052.0,68951.0,60776.0,64104.55
101219110,LSCH,40657.0,62468.0,75744.0,99853.0,77271.0,82513.55
101219110,LSCO,28908.0,74924.0,109364.0,,,95353.6
101219110,LSEBCH,,,,,168707.0,168707.0
101219110,LSTH,68467.0,,,111381.0,137124.0,126225.68
101219110,LSTO,,,,123039.0,116985.0,118559.04
101219110,LVJH,,,,,85105.0,85105.0
101219110,PWDOPENH,,,,,155989.0,155989.0
101219110,TFWS,18252.0,29974.0,56874.0,60201.0,73509.0,68146.85
101224510,DEFOBCS,,,,,120452.0,120452.0
101224510,DEFOPENS,18665.0,39641.0,48009.0,63718.0,52692.0,54859.67
101224510,DEFROBCS,35543.0,51995.0,74646.0,90934.0,64762.0,71741.54
101224510,EWS,19604.0,19104.0,24163.0,27755.0,49690.0,41807.64
101224510,GNT1H,29259.0,31992.0,29891.0,32367.0,40937.0,37842.38
101224510,GNT1O,,34247.0,,,,34247.0
101224510,GNT2H,28087.0,23867.0,29197.0,40791.0,47978.0,44384.36
101224510,GNT2O,22710.0,24101.0,28088.0,,,26662.87
101224510,GNT3H,32727.0,45150.0,32709.0,,,36317.79
101224510,GOBCH,24042.0,24376.0,26900.0,32855.0,39352.0,36556.59
101224510,GOBCO,14031.0,13923.0,17108.0,24413.0,25896.0,24670.63
101224510,GOPENH,22241.0,20894.0,24879.0,31195.0,37750.0,34873.16
101224510,GOPENO,13617.0,13412.0,16974.0,21624.0,24944.0,23325.46
101224510,GSCH,34997.0,35679.0,32136.0,45916.0,47832.0,46011.22
101224510,GSCO,16972.0,18910.0,20041.0,28294.0,31583.0,29699.35
101224510,GSEBCH,,,,,75843.0,75843.0
101224510,GSEBCO,,,,,32683.0,32683.0
101224510,GSTH,64068.0,62004.0,79961.0,69281.0,106096.0,94180.96
101224510,GSTO,51697.0,26600.0,68909.0,63337.0,89777.0,80442.7
101224510,GVJH,22858.0,29302.0,25236.0,31317.0,42489.0,38224.55
101224510,GVJO,,24071.0,17475.0,28675.0,,25196.8
101224510,LNT1H,36156.0,,,,,36156.0
101224510,LNT2O,,,,27429.0,64695.0,55005.84
101224510,LNT3H,,,,81697.0,54036.0,61227.86
101224510,LOBCH,24298.0,20689.0,22081.0,29760.0,41125.0,36541.95
101224510,LOBCO,16361.0,12331.0,18498.0,25524.0,33930.0,30316.28
101224510,LOPENH,22130.0,17714.0,19777.0,28640.0,33797.0,31204.69
101224510,LOPENO,10352.0,11575.0,12513.0,24819.0,33853.0,29655.14
101224510,LSCH,31393.0,31778.0,40577.0,42392.0,46149.0,44532.29
101224510,LSCO,22071.0,19370.0,21545.0,44126.0,42192.0,40773.77
101224510,LSEBCH,,,,,61101.0,61101.0
101224510,LSTH,57330.0,72072.0,47880.0,96270.0,,83930.34
101224510,LSTO,66069.0,,,,,66069.0
101224510,LVJO,,,,,37013.0,37013.0
101224510,PWDOBCH,,,,,170925.0,170925.0
101224510,PWDOPENH,30316.0,96102.0,118588.0,109414.0,80129.0,90461.84
101224510,PWDROBCH,72986.0,,,112106.0,,101934.8
101224510,TFWS,12856.0,12286.0,10149.0,18389.0,24126.0,21476.56
101229310,DEFOPENS,,,117538.0,,120726.0,119897.12
101229310,EWS,49493.0,48295.0,71061.0,77226.0,131321.0,111918.53
101229310,GNT1H,51982.0,86402.0,84691.0,80510.0,108062.0,99104.83
101229310,GNT1O,,86336.0,,,,86336.0
101229310,GNT2H,44986.0,68669.0,64003.0,78055.0,129143.0,110601.72
101229310,GNT2O,,48201.0,75707.0,,,68555.44
101229310,GNT3H,39529.0,93198.0,72385.0,136539.0,96611.0,104828.92
101229310,GNT3O,,,87356.0,,,87356.0
101229310,GOBCH,46366.0,67069.0,66703.0,74433.0,80050.0,77451.84
101229310,GOBCO,26927.0,38980.0,51215.0,62352.0,65467.0,63160.87
101229310,GOPENH,44684.0,54441.0,59291.0,68570.0,72382.0,70153.81
101229310,GOPENO,23137.0,28250.0,44899.0,59637.0,59912.0,58159.1
101229310,GSCH,51906.0,69809.0,89956.0,80470.0,98097.0,92554.62
101229310,GSCO,35755.0,35824.0,51672.0,77027.0,60037.0,63214.69
101229310,GSEBCH,,,,,105126.0,105126.0
101229310,GSEBCO,,,,,123017.0,123017.0
101229310,GSTH,72661.0,69650.0,114955.0,132632.0,137836.0,133569.61
101229310,GSTO,82496.0,63843.0,105465.0,79823.0,108961.0,100529.42
101229310,GVJH,46710.0,61826.0,67364.0,82248.0,86859.0,83840.94
101229310,GVJO,,55135.0,71131.0,,69152.0,69025.06
101229310,LNT2H,51705.0,,,68446.0,132801.0,110083.25
101229310,LNT3O,,,,85978.0,,85978.0
101229310,LOBCH,45012.0,67684.0,55708.0,68856.0,77303.0,73487.22
101229310,LOBCO,24558.0,46351.0,42271.0,69027.0,73917.0,69927.96
101229310,LOPENH,40448.0,57895.0,50247.0,64063.0,73003.0,68872.92
101229310,LOPENO,24386.0,44963.0,41803.0,67703.0,72271.0,68450.08
101229310,LSCH,42591.0,88897.0,87804.0,66750.0,88793.0,83215.1
101229310,LSCO,35680.0,46637.0,48397.0,70293.0,91313.0,82160.36
101229310,LSEBCH,,,,,136336.0,136336.0
101229310,LSEBCO,,,,,129121.0,129121.0
101229310,LSTH,,62028.0,,121462.0,147856.0,135910.34
101229310,LVJH,45195.0,,,,,45195.0
101229310,LVJO,,,,136069.0,,136069.0
101229310,PWDOPENH,,,,,168308.0,168308.0
101229310,TFWS,19713.0,43233.0,44044.0,54035.0,56718.0,54890.37
101237210,DEFOPENS,,,101980.0,99586.0,68716.0,79331.5
101237210,DEFROBCS,,,102806.0,105314.0,,104661.92
101237210,EWS,33465.0,37373.0,44532.0,52999.0,77306.0,68136.41
101237210,GNT1H,46913.0,47376.0,51553.0,61377.0,84637.0,75760.9
101237210,GNT1O,,65140.0,78475.0,,,75007.9
101237210,GNT2H,41819.0,57438.0,50917.0,72438.0,81406.0,76550.41
101237210,GNT2O,,51978.0,44313.0,49149.0,65097.0,60133.56
101237210,GNT3H,61455.0,71515.0,68536.0,64496.0,,65876.13
101237210,GOBCH,43178.0,48463.0,47845.0,52485.0,62603.0,58757.64
101237210,GOBCO,24960.0,27696.0,33370.0,38766.0,43909.0,41561.26
101237210,GOPENH,41097.0,38995.0,41714.0,48301.0,60100.0,55441.13
101237210,GOPENO,23635.0,25409.0,32850.0,36306.0,33695.0,34122.88
101237210,GSCH,76524.0,60930.0,63707.0,76557.0,81843.0,78833.72
101237210,GSCO,26572.0,29003.0,39550.0,49474.0,67157.0,60040.68
101237210,GSEBCH,,,,,89670.0,89670.0
101237210,GSEBCO,,,,,55432.0,55432.0
101237210,GSTH,,,93826.0,101207.0,165198.0,143072.01
101237210,GSTO,,,82212.0,,,82212.0
101237210,GVJH,53313.0,61869.0,66207.0,63812.0,,64202.89
101237210,GVJO,,55030.0,62004.0,,,60190.76
101237210,LNT1H,77876.0,,,,,77876.0
101237210,LNT1O,,,,64668.0,88807.0,82530.86
101237210,LNT2H,42583.0,,,,,42583.0
101237210,LNT3O,,,,,57376.0,57376.0
101237210,LOBCH,39586.0,43038.0,41348.0,50328.0,59806.0,55809.08
101237210,LOBCO,24416.0,27983.0,28138.0,37622.0,44601.0,41371.48
101237210,LOPENH,39563.0,32414.0,39093.0,48581.0,59187.0,54593.46
101237210,LOPENO,21848.0,24838.0,25216.0,36110.0,40106.0,37759.34
101237210,LSCH,42611.0,51703.0,53982.0,54145.0,63711.0,60398.31
101237210,LSCO,47349.0,52273.0,36376.0,59896.0,,54187.99
101237210,LSEBCH,,,,,97416.0,97416.0
101237210,LSEBCO,,,,,100349.0,100349.0
101237210,LSTH,,,,,144902.0,144902.0
101237210,LSTO,,,,90911.0,156826.0,139688.1
101237210,LVJH,55758.0,,,87291.0,112899.0,102615.63
101237210,TFWS,21676.0,21526.0,25137.0,34209.0,50727.0,44222.18
101261210,DEFOPENS,,91200.0,,,,91200.0
101261210,EWS,43235.0,51340.0,59474.0,86719.0,149107.0,125280.35
101261210,GNT1H,54470.0,62437.0,92687.0,,,82003.65
101261210,GNT1O,,59352.0,91577.0,63593.0,,71496.31
101261210,GNT2H,46949.0,68491.0,95363.0,140543.0,117610.0,120803.58
101261210,GNT2O,37341.0,61961.0,105330.0,,,89353.54
101261210,GNT3H,81668.0,57076.0,108413.0,85464.0,102512.0,97754.35
101261210,GOBCH,41751.0,63708.0,84149.0,89267.0,99029.0,94840.48
101261210,GOBCO,27644.0,37289.0,60490.0,79624.0,75608.0,74787.36
101261210,GOPENH,36429.0,51963.0,70771.0,80361.0,90328.0,85699.96
101261210,GOPENO,25708.0,35519.0,46795.0,61942.0,66337.0,63253.95
101261210,GSCH,54876.0,94301.0,100838.0,112853.0,125460.0,119961.53
101261210,GSCO,28802.0,52020.0,52550.0,85079.0,98611.0,91071.91
101261210,GSEBCH,,,,,105086.0,105086.0
101261210,GSEBCO,,,,,95767.0,95767.0
101261210,GSTH,87809.0,89614.0,120495.0,127867.0,163788.0,150293.76
101261210,GSTO,,95397.0,,129674.0,162408.0,149564.59
101261210,GVJH,41485.0,55325.0,72461.0,102627.0,101458.0,98797.8
101261210,GVJO,39437.0,66368.0,,63008.0,115821.0,100740.43
101261210,LNT1H,,,,,156769.0,156769.0
101261210,LNT2H,,,,,142317.0,142317.0
101261210,LOBCH,66604.0,68819.0,102356.0,107714.0,104595.0,104502.5
101261210,LOBCO,54411.0,74713.0,87613.0,100650.0,,95966.27
101261210,LOPENH,46653.0,65964.0,96418.0,93781.0,85358.0,87850.07
101261210,LOPENO,38401.0,49432.0,74869.0,81136.0,56701.0,63936.13
101261210,LSCH,53814.0,94160.0,108877.0,112711.0,123130.0,118948.14
101261210,LSCO,49252.0,,75442.0,,141196.0,117530.14
101261210,LSEBCH,,,,,136907.0,136907.0
101261210,LSTH,,,,129643.0,161304.0,153072.14
101261210,PWDOPENH,,,,109381.0,,109381.0
101261210,TFWS,23560.0,32841.0,48386.0,56098.0,68011.0,62955.6
